Russian
"['injerome', 'smith', 'sentenced', 'life', 'prison', 'crime', 'didntcommitthe', 'prosecutor', 'hid', 'key', 'evidence', 'go', 'heart', 'jeromesinnocence', 'untilyears', 'trialno', 'jury', 'ever', 'saw', 'heard', 'evidence', 'jerome', 'attorney', 'unable', 'toprepare', 'properly', 'hindered', 'defensehelp', 'bring', 'jerome', 'home', 'attend', 'juvenile', 'sentencinghearingoctoberamorleans', 'criminal', 'district', 'courttulane', 'ave', 'new', 'orleans', 'la', 'freejerome', 'skee', 'smith']"
"['video', 'circulating', 'across', 'internet', 'allegedly', 'depicting', 'white', 'nypdofficer', 'raping', 'black', 'yearold', 'girl', 'jail', 'cell', 'according', 'sourcesthe', 'incident', 'took', 'place', 'south', 'africa', 'however', 'crucialpoints', 'hidden', 'society', 'shocking', 'video', 'went', 'viral', 'onduty', 'white', 'cop', 'raping', 'young', 'black', 'teen', 'jail', 'collecting', 'numerouscomments', 'firstly', 'description', 'box', 'w', 'major', 'mismatch', 'thestory', 'white', 'cop', 'rapingyo', 'black', 'girl', 'bm', 'bm']"
"['bernie', 'president']"
"['augustrepublican', 'president', 'richard', 'nixon', 'resigned', 'withimpeachment', 'proceeding', 'underway', 'involvement', 'thewatergate', 'affair', 'nixon', 'finally', 'bowing', 'pressure', 'public', 'andcongress', 'leave', 'white', 'housemany', 'people', 'asked', 'dare', 'thatthis', 'awful', 'part', 'history', 'however', 'similar', 'action', 'still', 'happenduring', 'current', 'campaign', 'deleted', 'email', 'accident', 'bernie', 'sander', 'andthe', 'dnc', 'bad', 'nobody', 'care', 'political', 'hypocrisy', 'jump', 'atthe', 'high', 'level', 'nowadays']"
"['let', 'say', 'stop', 'police', 'brutality', 'must', 'racism', 'kind', 'andmake', 'strong', 'peaceful', 'responce']"
"['using', 'tax', 'money', 'bomb', 'innocent', 'people', 'syria', 'middle', 'eastis', 'terrorism', 'tool']"
"['hand', 'middle', 'east']"
"['wake', 'people', 'time', 'start', 'governing', 'policing', 'blackcommunity', 'brainwashed', 'cant', 'understand', 'realproblems', 'cant', 'even', 'try', 'fix']"
"['amazing', 'heartbreaking']"
"['look', 'better', 'new', 'car']"
"['usually', 'choose']"
"['hollywood', 'want', 'guy', 'act', 'toughhollywood', 'dont', 'want', 'tough', 'guysdanny', 'trejo']"
"['indigenous', 'dancersmexico', 'city']"
"['ever', 'felt', 'way']"
"['history', 'liberty', 'history', 'resistance']"
"['gorgeous', 'print', 'cartoonist', 'lalo', 'alcaraz']"
"['ever', 'passed', 'lol']"
"['woman', 'powerful']"
"['remember', 'heritage', 'art', 'jesus', 'helguera']"
"['sun', 'love', 'u']"
"['today', 'wouldve', 'th', 'birthday', 'actually', 'real', 'holiday', 'intexas', 'called', 'selena', 'day']"
"['mexican', 'woman', 'perfect', 'mix', 'princess', 'warrior']"
"['uncle', 'sam', 'say', 'shhh', 'quiet', 'big', 'guy', 'get', 'got', 'problem']"
['true']
"['noel', 'gugliemi', 'great']"
['like']
"['history', 'forever', 'blood']"
"['nothing', 'strange', 'mexican', 'chef', 'sushi', 'restaurant', 'sanfranciscosource']"
"['like', 'one']"
"['like', 'would', 'print', 'shirt']"
"['unusual', 'mexican', 'altar', 'found', 'near', 'cuernavaca', 'mexico']"
"['would', 'buy', 'girlfriend']"
"['haha', 'perfectly', 'said']"
['would']
"['stand', 'strong', 'keep', 'fighting', 'right']"
"['keep', 'calm', 'drive', 'lowrider']"
"['time', 'stop', 'ignorance']"
"['love', 'earned', 'actually', 'stable']"
['land']
"['parent', 'crossed', 'border', 'three', 'little', 'kid', 'gothrough', 'bring', 'think', 'give', 'backmelisa', 'simon']"
"['creativity', 'come', 'ancestor']"
"['lady', 'one', 'shouldnt', 'mess']"
"['important', 'thing', 'world', 'matter']"
['know']
"['selena', 'los', 'angeles', 'california']"
"['orgullo', 'mexicano']"
"['join', 'u', 'make', 'change', 'black', 'community', 'time', 'take', 'action']"
"['always', 'roadblock', 'obstacle', 'challenge', 'findother', 'way', 'reach', 'goal', 'thats', 'make', 'interesting', 'boris', 'kodjoesuccess', 'story', 'boris', 'kodjoe', 'actorcomment', 'boris', 'kodjoe', 'world', 'alfa', 'clothing', 'alwaysroadblocks', 'obstacle', 'challenge', 'find', 'way', 'toreach', 'goal', 'thats', 'make', 'interesting', 'boris', 'kodjoe', 'born', 'borisfrederic', 'cecil', 'boris', 'kodjoe', 'actorblackblackblackblackinfo']"
"['mexican', 'grad', 'cap']"
['raza']
"['hell', 'yeaah']"
"['selena', 'los', 'angeles', 'california']"
"['invasive', 'war', 'cult', 'place', 'civilized', 'society', 'america', 'theland', 'free', 'ban', 'sharia', 'federal', 'level']"
"['native', 'art', 'pure']"
"['native', 'american', 'painted', 'shield', 'lakota']"
"['want', 'see', 'topgirls', 'applied', 'job', 'facebookhit', 'linktypetheater']"
"['real', 'problem']"
"['brexit', 'may', 'threat', 'researcher', 'think', 'stranger', 'thing', 'aremore', 'sheep', 'people', 'wale', 'nowcomment', 'agriculture', 'census', 'farming', 'brexit', 'may', 'threat', 'bothresearchers', 'think', 'share', 'facebookshare', 'twitter', 'moment', 'therearemillion', 'sheep', 'iamb', 'wale', 'onlypeoplethere', 'sheep', 'people', 'wale', 'nowdudeersdudeerscom']"
"['explosion', 'manchester', 'isi', 'attack', 'marawi', 'bomb', 'attack', 'bangkok', 'carbombing', 'syriaall', 'happened', 'one', 'day', 'heartbreaking', 'arepraying', 'everyonedont', 'think', 'vicious', 'cycle', 'bomb', 'syria', 'tostop', 'terrorist', 'another', 'bombing', 'attackscant', 'bring', 'peacestop', 'wasting', 'money', 'weapon', 'america', 'better', 'stay', 'away', 'thisand', 'start', 'taking', 'care', 'people', 'within', 'country']"
"['honestly', 'white', 'princess', 'fine', 'lovely', 'magical']"
"['never', 'doubt']"
"['big', 'plan', 'detroit', 'regain', 'former', 'glory']"
"['africa', 'never', 'poor', 'white', 'people', 'came', 'took', 'everythingincluding', 'people']"
"['rest', 'peace', 'thank', 'trying', 'teach', 'black', 'kid', 'lovethemselves']"
"['look', 'like', 'melanin', 'magic', 'philosopher', 'stone', 'allows', 'blackpeople', 'live', 'forever', 'stay', 'beautiful', 'forever']"
"['dont', 'let', 'anything', 'stop', 'yuo', 'body', 'weak', 'mind', 'bestrong']"
['voice']
"['time', 'u', 'understand', 'deserve', 'best', 'time', 'ourpeople', 'stand', 'use', 'opportunity', 'life', 'follow', 'black', 'prideus', 'agree']"
"['wounded', 'warrior', 'service', 'dog', 'support', 'veteransfollow', 'theus', 'gov', 'spending', 'stats', 'instalol']"
"['tag', 'photo', 'txagainst', 'send', 'u', 'reason', 'dont', 'youwant', 'illegals', 'texascomments', 'photo', 'video', 'welcomed']"
"['homeland', 'brave', 'support', 'veteran', 'join', 'u', 'veteran', 'usagovspending']"
"['know', 'ptsd', 'know', 'u', 'military', 'death', 'sincecountwhile', 'veteran', 'suicide', 'sinceaccount', 'forweare', 'losingtimes', 'warrior', 'civilian', 'life', 'battlefieldslearn', 'follow', 'u', 'veteran', 'usagovspending']"
"['click', 'learn', 'people', 'dont', 'want', 'look', 'homeless', 'maybe', 'theywill', 'look', 'think', 'support', 'dealing', 'homelessness', 'theyknow', 'thatof', 'homeless', 'adult', 'population', 'veteran', 'join', 'usveterans', 'usagovspending']"
"['heritage', 'hate', 'yall', 'flag', 'nothing', 'racism', 'federalgovernment', 'shouldnt', 'able', 'dictate', 'cannot', 'gofollow', 'confederate', 'pageon', 'lnstagram', 'south', 'united', 'proud', 'oursouthern', 'heritage', 'god', 'bless', 'dixie', 'confederate', 'pageon', 'lnstagram', 'noracism', 'hate', 'south', 'rise', 'againsouth', 'united', 'govspending']"
"['he', 'lucky', 'return', 'home', 'reunite', 'family', 'holiday', 'hesjust', 'one', 'serviceman', 'many', 'brave', 'troopsstationed', 'abroad', 'far', 'loved', 'one', 'brave', 'serviceman', 'andservicewomen', 'continue', 'make', 'sacrifice', 'great', 'country', 'theva', 'employee', 'dinner', 'laughing', 'va', 'backlogclick', 'learn', 'veteran', 'usagovspending']"
"['ever', 'forget', 'one', 'nation', 'god', 'nationgone', 'ronald', 'reagan']"
"['black', 'matterscops', 'onteen', 'brutality', 'juvenile', 'l', 'countyprobation', 'officer', 'brutalize', 'teen', 'detention', 'center', 'fox', 'news', 'host', 'believecharleston', 'shooting', 'wasnt', 'hate', 'crime', 'foxfriends', 'host', 'declare', 'thatthe', 'shooting', 'motivated', 'religious', 'hatred', 'towards', 'christian', 'notracism', 'brutal', 'alabama', 'cop', 'fatally', 'shoot', 'black', 'teen', 'holding', 'cellphone', 'amobile', 'police', 'officer', 'fatally', 'shot', 'yearold', 'black', 'teen', 'michael', 'mooreduring', 'traffic', 'stop', 'monday', 'junein', 'toulminville', 'alabama', 'black', 'matter']"
"['get', 'breaking', 'news', 'analysis', 'life', 'african', 'american', 'community', 'inthe', 'u', 'black', 'matterscops', 'onteen', 'brutality', 'juvenile', 'l', 'acounty', 'probation', 'officer', 'brutalize', 'teen', 'detention', 'center', 'fox', 'news', 'hostsbelieve', 'charleston', 'shooting', 'wasnt', 'hate', 'crime', 'foxfriends', 'hostsdeclare', 'shooting', 'motivated', 'religious', 'hatred', 'towardschristians', 'racism', 'brutal', 'alabama', 'cop', 'fatally', 'shoot', 'black', 'teenholding', 'cellphone', 'mobile', 'police', 'officer', 'fatally', 'shot', 'yearold', 'blackteen', 'michael', 'moore', 'traffic', 'stop', 'monday', 'junein', 'toulminvillealabama', 'black', 'matter']"
"['get', 'breaking', 'news', 'analysis', 'life', 'african', 'american', 'community', 'inthe', 'u', 'black', 'matterscops', 'onteen', 'brutality', 'juvenile', 'l', 'acounty', 'probation', 'officer', 'brutalize', 'teen', 'detention', 'center', 'fox', 'news', 'hostsbelieve', 'charleston', 'shooting', 'wasnt', 'hate', 'crime', 'foxfriends', 'hostsdeclare', 'shooting', 'motivated', 'religious', 'hatred', 'towardschristians', 'racism', 'brutal', 'alabama', 'cop', 'fatally', 'shoot', 'black', 'teenholding', 'cellphone', 'mobile', 'police', 'officer', 'fatally', 'shot', 'yearold', 'blackteen', 'michael', 'moore', 'traffic', 'stop', 'monday', 'junein', 'toulminvillealabama', 'black', 'matter']"
"['black', 'community', 'finally', 'made', 'website', 'news', 'black', 'racial', 'andsocial', 'issue', 'get', 'breaking', 'news', 'analysis', 'life', 'african', 'americancommunity', 'u', 'black', 'matter', 'hillary', 'doesnt', 'deserve', 'black', 'votesyoung', 'black', 'voter', 'give', 'mr', 'clinton', 'outraged', 'flint', 'resident', 'lawsuitmust', 'filed', 'state', 'flint', 'water', 'crisis', 'touched', 'feeling', 'allamericans', 'whole', 'world', 'justice', 'aiyana', 'jones', 'rally', 'tragicdeath', 'aiyana', 'jones', 'yearold', 'africanamerican', 'fatally', 'shot', 'detroitpolice', 'officerofficers', 'shot', 'jeremy', 'mcdole', 'wont', 'face', 'statecharges', 'family', 'protest', 'wilmington', 'friday', 'tragic', 'alleged', 'murder', 'ofjeremy', 'mcdole', 'happened', 'last', 'september', 'robbed', 'andshot', 'unknown', 'robber', 'black', 'girl', 'get', 'rope', 'burn', 'campingtrip', 'sandy', 'rougelys', 'yearold', 'daughter', 'returned', 'one', 'daycamping', 'trip', 'aprilsandy', 'shocked', 'see', 'horrible', 'rope', 'burn', 'onthe', 'front', 'side', 'kid', 'neck', 'black', 'matter']"
"['black', 'community', 'finally', 'made', 'website', 'news', 'black', 'racial', 'andsocial', 'issue', 'get', 'breaking', 'news', 'analysis', 'life', 'african', 'americancommunity', 'u', 'black', 'matter', 'hillary', 'doesnt', 'deserve', 'black', 'votesyoung', 'black', 'voter', 'give', 'mr', 'clinton', 'outraged', 'flint', 'resident', 'lawsuitmust', 'filed', 'state', 'flint', 'water', 'crisis', 'touched', 'feeling', 'allamericans', 'whole', 'world', 'justice', 'aiyana', 'jones', 'rally', 'tragicdeath', 'aiyana', 'jones', 'yearold', 'africanamerican', 'fatally', 'shot', 'detroitpolice', 'officerofficers', 'shot', 'jeremy', 'mcdole', 'wont', 'face', 'statecharges', 'family', 'protest', 'wilmington', 'friday', 'tragic', 'alleged', 'murder', 'ofjeremy', 'mcdole', 'happened', 'last', 'september', 'robbed', 'andshot', 'unknown', 'robber', 'black', 'matter']"
"['black', 'community', 'finally', 'made', 'website', 'news', 'black', 'racial', 'andsocial', 'issue', 'get', 'breaking', 'news', 'analysis', 'life', 'african', 'americancommunity', 'u', 'black', 'matter', 'hillary', 'doesnt', 'deserve', 'black', 'votesyoung', 'black', 'voter', 'give', 'mr', 'clinton', 'outraged', 'flint', 'resident', 'lawsuitmust', 'filed', 'state', 'flint', 'water', 'crisis', 'touched', 'feeling', 'allamericans', 'whole', 'world', 'justice', 'aiyana', 'jones', 'rally', 'tragicdeath', 'aiyana', 'jones', 'yearold', 'africanamerican', 'fatally', 'shot', 'detroitpolice', 'officerofficers', 'shot', 'jeremy', 'mcdole', 'wont', 'face', 'statecharges', 'family', 'protest', 'wilmington', 'friday', 'tragic', 'alleged', 'murder', 'ofjeremy', 'mcdole', 'happened', 'last', 'september', 'robbed', 'andshot', 'unknown', 'robber', 'black', 'matter']"
"['get', 'breaking', 'news', 'analysis', 'life', 'african', 'american', 'community', 'inthe', 'u', 'black', 'matter', 'black', 'matter', 'confident', 'onesblackness', 'mean', 'white', 'conservative', 'black', 'matter', 'lifeexpectancy', 'black', 'american', 'increase', 'black', 'matter', 'police', 'brutalityvideos', 'change', 'black', 'men', 'live', 'black', 'matter']"
"['get', 'breaking', 'news', 'analysis', 'life', 'african', 'american', 'community', 'inthe', 'u', 'black', 'matter', 'black', 'matter', 'confident', 'onesblackness', 'mean', 'white', 'conservative', 'black', 'matter', 'lifeexpectancy', 'black', 'american', 'increase', 'black', 'matter', 'police', 'brutalityvideos', 'change', 'black', 'men', 'live', 'black', 'matter']"
"['get', 'breaking', 'news', 'analysis', 'life', 'african', 'american', 'community', 'inthe', 'u', 'black', 'matter', 'black', 'matter']"
"['get', 'breaking', 'news', 'analysis', 'life', 'african', 'american', 'community', 'inthe', 'u', 'black', 'matter', 'justice', 'dont', 'think', 'black', 'matter']"
"['get', 'breaking', 'news', 'african', 'american', 'community', 'u']"
"['unarmed', 'black', 'man', 'shot', 'two', 'officer', 'florida', 'inhasbeen', 'compensated', 'state', 'effort', 'black', 'life', 'matterfusion', 'reported', 'nowparalyzed', 'dontrell', 'stephen', 'unarmed', 'blackman', 'shot', 'florida', 'traffic', 'stop', 'septemberby', 'sgt']"
"['nine', 'black', 'life', 'matter', 'protester', 'arrested', 'counterprotest', 'aprowhite', 'rally', 'organized', 'member', 'ku', 'klux', 'klan', 'georgia', 'whitepower', 'rally', 'held', 'weekend', 'member', 'kkk', 'aryan', 'nationsects', 'white', 'supremacist', 'group', 'celebrate', 'confederatememorial', 'day', 'blm', 'member', 'arrested', 'counterprotest', 'whitepower', 'rally', 'georgia', 'black', 'matter', 'black', 'matter']"
"['teacher', 'responsible', 'cruel', 'inhumane', 'punishment', 'childshould', 'fired', 'never', 'allowed', 'teach', 'georgian', 'woman', 'isfurious', 'teacher', 'punished', 'yearold', 'special', 'need', 'grandson', 'bymaking', 'hang', 'belt', 'loop', 'top', 'chalkboard', 'teachershung', 'yearold', 'black', 'special', 'need', 'boy', 'belt', 'top', 'chalkboardblack', 'matter', 'black', 'matter']"
"['public', 'defender', 'posed', 'controversial', 'question', 'potential', 'juror', 'thetrial', 'young', 'black', 'man', 'convicted', 'murder', 'question', 'indicated', 'anincreasing', 'awareness', 'among', 'public', 'defender', 'may', 'harbor', 'racialand', 'ethnic', 'bias', 'black', 'earlier', 'year', 'san', 'francisco', 'publicdefender', 'mark', 'jacob', 'posed', 'shocking', 'question', 'group', 'juror', 'priorto', 'trial', 'young', 'black', 'man', 'quest', 'racial', 'incongruity', 'uscriminal', 'justice', 'system', 'black', 'matter', 'black', 'matter']"
"['highprofiled', 'black', 'death', 'hand', 'police', 'forced', 'africanamericans', 'change', 'personality', 'way', 'live', 'life', 'amid', 'aspiral', 'black', 'death', 'hand', 'officer', 'many', 'young', 'africanamericansworried', 'possibility', 'becoming', 'victim', 'police', 'brutality', 'havepolice', 'brutality', 'video', 'change', 'black', 'men', 'live', 'black', 'matter', 'blackmatters']"
"['dont', 'black', 'hair', 'barber', 'said']"
"['chicago', 'researcher', 'believe', 'minute', 'meditation', 'may', 'solution', 'todealing', 'stress', 'problem', 'black', 'student', 'researcher', 'eriksoninstitute', 'chicago', 'carrying', 'yearstudy', 'determine', 'whethersitting', 'minute', 'leg', 'crossed', 'new', 'studymeditation', 'may', 'help', 'black', 'student', 'cope', 'stress', 'black', 'matter', 'blackmatters']"
"['conducting', 'survey', 'opinion', 'important', 'u', 'blackvoices', 'must', 'heard', 'black', 'opinion', 'matter', 'online', 'survey', 'powered', 'bytypeform', 'thank', 'time', 'highly', 'appreciate', 'effort', 'youropinion', 'please', 'share', 'article', 'friend', 'take', 'part', 'blackpride', 'survey', 'black', 'matter', 'black', 'matter']"
"['stereotype', 'black', 'shopping', 'grocery', 'store', 'grocery', 'clerkabhishek', 'dubey', 'arrested', 'holding', 'yearold', 'black', 'boy', 'dylanunder', 'gunpoint', 'store', 'dubey', 'racially', 'profiled', 'young', 'boy', 'suspecti', 'atlantaman', 'arrested', 'locking', 'black', 'boy', 'grocery', 'store', 'black', 'matter', 'blackmatters']"
"['individual', 'protester', 'oakland', 'refused', 'attend', 'police', 'barbecue', 'theirmessage', 'heard', 'black', 'life', 'matter', 'wichita', 'kan', 'activist', 'earlier', 'thisweek', 'engaged', 'protest', 'ended', 'reunion', 'cookout', 'policethe', 'wichita', 'police', 'chief', 'go', 'oakland', 'protester', 'response', 'police', 'bbqinvitation', 'black', 'matter', 'black', 'matter']"
"['join', 'u', 'care', 'black', 'matter']"
"['whats', 'life', 'black', 'american', 'today', 'equal', 'wehave', 'ever', 'hurt', 'aggressive', 'police', 'officer', 'racewhats', 'storytake', 'action', 'tell', 'u', 'story', 'post', 'black', 'matter', 'wedont', 'want', 'community', 'continue', 'struggling', 'racism', 'policeaggression', 'want', 'fight', 'back', 'show', 'strong']"
