ad_creative_body,ad_delivery_start_time,funding_entity,spend/lower_bound,spend/upper_bound,impressions/lower_bound,impressions/upper_bound,region_distribution/0/percentage,region_distribution/0/region,region_distribution/1/percentage,region_distribution/1/region,region_distribution/2/percentage,region_distribution/2/region,region_distribution/3/percentage,region_distribution/3/region,region_distribution/4/percentage,region_distribution/4/region,region_distribution/5/percentage,region_distribution/5/region,region_distribution/6/percentage,region_distribution/6/region,region_distribution/7/percentage,region_distribution/7/region,region_distribution/8/percentage,region_distribution/8/region,region_distribution/9/percentage,region_distribution/9/region,region_distribution/10/percentage,region_distribution/10/region,region_distribution/11/percentage,region_distribution/11/region,region_distribution/12/percentage,region_distribution/12/region,region_distribution/13/percentage,region_distribution/13/region,region_distribution/14/percentage,region_distribution/14/region,region_distribution/15/percentage,region_distribution/15/region,region_distribution/16/percentage,region_distribution/16/region,region_distribution/17/percentage,region_distribution/17/region,region_distribution/18/percentage,region_distribution/18/region,region_distribution/19/percentage,region_distribution/19/region,region_distribution/20/percentage,region_distribution/20/region,region_distribution/21/percentage,region_distribution/21/region,region_distribution/22/percentage,region_distribution/22/region,region_distribution/23/percentage,region_distribution/23/region,region_distribution/24/percentage,region_distribution/24/region,region_distribution/25/percentage,region_distribution/25/region,region_distribution/26/percentage,region_distribution/26/region,region_distribution/27/percentage,region_distribution/27/region,region_distribution/28/percentage,region_distribution/28/region,region_distribution/29/percentage,region_distribution/29/region,region_distribution/30/percentage,region_distribution/30/region,region_distribution/31/percentage,region_distribution/31/region,region_distribution/32/percentage,region_distribution/32/region,region_distribution/33/percentage,region_distribution/33/region,region_distribution/34/percentage,region_distribution/34/region,region_distribution/35/percentage,region_distribution/35/region,region_distribution/36/percentage,region_distribution/36/region,region_distribution/37/percentage,region_distribution/37/region,region_distribution/38/percentage,region_distribution/38/region,region_distribution/39/percentage,region_distribution/39/region,region_distribution/40/percentage,region_distribution/40/region,region_distribution/41/percentage,region_distribution/41/region,region_distribution/42/percentage,region_distribution/42/region,region_distribution/43/percentage,region_distribution/43/region,region_distribution/44/percentage,region_distribution/44/region,region_distribution/45/percentage,region_distribution/45/region,region_distribution/46/percentage,region_distribution/46/region,region_distribution/47/percentage,region_distribution/47/region,region_distribution/48/percentage,region_distribution/48/region,region_distribution/49/percentage,region_distribution/49/region,region_distribution/50/percentage,region_distribution/50/region,region_distribution/51/percentage,region_distribution/51/region,region_distribution/52/percentage,region_distribution/52/region,region_distribution/53/percentage,region_distribution/53/region,region_distribution/54/percentage,region_distribution/54/region,region_distribution/55/percentage,region_distribution/55/region,region_distribution/56/percentage,region_distribution/56/region,region_distribution/57/percentage,region_distribution/57/region,region_distribution/58/percentage,region_distribution/58/region,region_distribution/59/percentage,region_distribution/59/region,region_distribution/60/percentage,region_distribution/60/region,region_distribution/61/percentage,region_distribution/61/region,region_distribution/62/percentage,region_distribution/62/region,region_distribution/63/percentage,region_distribution/63/region,region_distribution/64/percentage,region_distribution/64/region,region_distribution/65/percentage,region_distribution/65/region,region_distribution/66/percentage,region_distribution/66/region,region_distribution/67/percentage,region_distribution/67/region,region_distribution/68/percentage,region_distribution/68/region,region_distribution/69/percentage,region_distribution/69/region,region_distribution/70/percentage,region_distribution/70/region,region_distribution/71/percentage,region_distribution/71/region,region_distribution/72/percentage,region_distribution/72/region,region_distribution/73/percentage,region_distribution/73/region,region_distribution/74/percentage,region_distribution/74/region,region_distribution/75/percentage,region_distribution/75/region,region_distribution/76/percentage,region_distribution/76/region,region_distribution/77/percentage,region_distribution/77/region,region_distribution/78/percentage,region_distribution/78/region,region_distribution/79/percentage,region_distribution/79/region,region_distribution/80/percentage,region_distribution/80/region,region_distribution/81/percentage,region_distribution/81/region,region_distribution/82/percentage,region_distribution/82/region,region_distribution/83/percentage,region_distribution/83/region,region_distribution/84/percentage,region_distribution/84/region,region_distribution/85/percentage,region_distribution/85/region,region_distribution/86/percentage,region_distribution/86/region,region_distribution/87/percentage,region_distribution/87/region,region_distribution/88/percentage,region_distribution/88/region,region_distribution/89/percentage,region_distribution/89/region,region_distribution/90/percentage,region_distribution/90/region,region_distribution/91/percentage,region_distribution/91/region,region_distribution/92/percentage,region_distribution/92/region,region_distribution/93/percentage,region_distribution/93/region,region_distribution/94/percentage,region_distribution/94/region,region_distribution/95/percentage,region_distribution/95/region,region_distribution/96/percentage,region_distribution/96/region,region_distribution/97/percentage,region_distribution/97/region,region_distribution/98/percentage,region_distribution/98/region,region_distribution/99/percentage,region_distribution/99/region,region_distribution/100/percentage,region_distribution/100/region,region_distribution/101/percentage,region_distribution/101/region,region_distribution/102/percentage,region_distribution/102/region,region_distribution/103/percentage,region_distribution/103/region,region_distribution/104/percentage,region_distribution/104/region,region_distribution/105/percentage,region_distribution/105/region,region_distribution/106/percentage,region_distribution/106/region,region_distribution/107/percentage,region_distribution/107/region,region_distribution/108/percentage,region_distribution/108/region,region_distribution/109/percentage,region_distribution/109/region,region_distribution/110/percentage,region_distribution/110/region,region_distribution/111/percentage,region_distribution/111/region,region_distribution/112/percentage,region_distribution/112/region,region_distribution/113/percentage,region_distribution/113/region,region_distribution/114/percentage,region_distribution/114/region,region_distribution/115/percentage,region_distribution/115/region,region_distribution/116/percentage,region_distribution/116/region,region_distribution/117/percentage,region_distribution/117/region,region_distribution/118/percentage,region_distribution/118/region,region_distribution/119/percentage,region_distribution/119/region,region_distribution/120/percentage,region_distribution/120/region,region_distribution/121/percentage,region_distribution/121/region
"We just found out that Tom Steyer has reached the 130,000 donor threshold and is only one poll away from making the September debate stage.

With Andrew Yang, Kamala Harris, Joe Biden, Elizabeth Warren, Bernie Sanders, Pete Buttigieg, Beto O’Rourke, and Amy Klobuchar all qualified for the fall debates, now is not the time for our campaign to fall behind.

Will you step up and donate right now to help us reach our goals?",2019-08-14T19:35:52+0000,Cory 2020,0,99,0,999,0.013889,Iowa,0.055556,New Jersey,0.083333,Washington,0.027778,Virginia,0.013889,Utah,0.041667,Texas,0.013889,Tennessee,0.027778,Pennsylvania,0.027778,Oregon,0.013889,Oklahoma,0.027778,Ohio,0.027778,North Carolina,0.055556,New York,0.013889,New Mexico,0.013889,New Hampshire,0.027778,Arizona,0.013889,Nevada,0.013889,Nebraska,0.013889,Montana,0.013889,Michigan,0.027778,Massachusetts,0.041667,Maryland,0.013889,Indiana,0.013889,Illinois,0.027778,Florida,0.013889,"Washington, District of Columbia",0.027778,Colorado,0.263889,California,0.027778,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We just found out that Tom Steyer has reached the 130,000 donor threshold and is only one poll away from making the September debate stage.

With Andrew Yang, Kamala Harris, Joe Biden, Elizabeth Warren, Bernie Sanders, Pete Buttigieg, Beto O’Rourke, and Amy Klobuchar all qualified for the fall debates, now is not the time for our campaign to fall behind.

Will you step up and donate right now to help us reach our goals?",2019-08-14T19:35:44+0000,Cory 2020,0,99,1000,4999,0.000681,North Dakota,0.007488,Oklahoma,0.017699,Missouri,0.002042,Montana,0.003404,Nebraska,0.008169,Nevada,0.012253,New Hampshire,0.053097,New Jersey,0.00885,New Mexico,0.082369,New York,0.030633,North Carolina,0.029272,Ohio,0.017699,Oregon,0.01838,Minnesota,0.047651,Pennsylvania,0.004084,Rhode Island,0.01838,South Carolina,0.010892,Tennessee,0.038802,Texas,0.002723,Utah,0.004084,Vermont,0.03676,Virginia,0.029952,Washington,0.004765,West Virginia,0.002723,Mississippi,0.034037,Michigan,0.000681,South Dakota,0.062628,Florida,0.000681,Wyoming,0.006127,Alabama,0.001361,Alaska,0.017699,Arizona,0.005446,Arkansas,0.106875,California,0.017018,Colorado,0.017699,Connecticut,0.002042,Delaware,0.00953,"Washington, District of Columbia",0.029952,Georgia,0.049013,Massachusetts,0.002042,Hawaii,0.002042,Idaho,0.031995,Illinois,0.014976,Indiana,0.023145,Iowa,0.005446,Kansas,0.00953,Kentucky,0.002723,Louisiana,0.00953,Maine,0.032675,Maryland,0.012253,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We just found out that Tom Steyer has reached the 130,000 donor threshold and is only one poll away from making the September debate stage.

With Andrew Yang, Kamala Harris, Joe Biden, Elizabeth Warren, Bernie Sanders, Pete Buttigieg, Beto O’Rourke, and Amy Klobuchar all qualified for the fall debates, now is not the time for our campaign to fall behind.

Will you step up and donate right now to help us reach our goals?",2019-08-14T19:35:43+0000,Cory 2020,0,99,1000,4999,0.001062,Delaware,0.043524,Pennsylvania,0.003185,Nevada,0.0138,New Hampshire,0.032909,New Jersey,0.003715,New Mexico,0.073779,New York,0.025478,North Carolina,0.001062,North Dakota,0.04034,Ohio,0.009023,Oklahoma,0.019108,Oregon,0.001592,Rhode Island,0.002123,Montana,0.014862,South Carolina,0.001592,South Dakota,0.011677,Tennessee,0.051486,Texas,0.009023,Utah,0.002123,Vermont,0.024947,Virginia,0.044586,Washington,0.004777,West Virginia,0.019108,Wisconsin,0.002654,Nebraska,0.020701,Missouri,0.008493,Alabama,0.004777,Idaho,0.001062,Alaska,0.01327,Arizona,0.006369,Arkansas,0.113588,California,0.022293,Colorado,0.012208,Connecticut,0.019108,"Washington, District of Columbia",0.050955,Florida,0.021762,Georgia,0.004246,Hawaii,0.04724,Illinois,0.003185,Mississippi,0.017516,Indiana,0.025478,Iowa,0.006369,Kansas,0.012739,Kentucky,0.009023,Louisiana,0.007431,Maine,0.012208,Maryland,0.044586,Massachusetts,0.035032,Michigan,0.020701,Minnesota,0.002123,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We just found out that Tom Steyer has reached the 130,000 donor threshold and is only one poll away from making the September debate stage.

With Andrew Yang, Kamala Harris, Joe Biden, Elizabeth Warren, Bernie Sanders, Pete Buttigieg, Beto O’Rourke, and Amy Klobuchar all qualified for the fall debates, now is not the time for our campaign to fall behind.

Will you step up and donate right now to help us reach our goals?",2019-08-14T19:35:34+0000,Cory 2020,0,99,0,999,0.001309,Montana,0.015707,Oregon,0.009162,Nevada,0.010471,New Hampshire,0.044503,New Jersey,0.005236,New Mexico,0.102094,New York,0.026178,North Carolina,0.001309,North Dakota,0.031414,Ohio,0.002618,Oklahoma,0.054974,Pennsylvania,0.007853,Missouri,0.003927,Rhode Island,0.014398,South Carolina,0.013089,Tennessee,0.053665,Texas,0.001309,Utah,0.001309,Vermont,0.032723,Virginia,0.02356,Washington,0.003927,West Virginia,0.010471,Wisconsin,0.007853,Nebraska,0.022251,Minnesota,0.005236,Alabama,0.015707,Georgia,0.003927,Alaska,0.032723,Arizona,0.005236,Arkansas,0.124346,California,0.032723,Colorado,0.009162,Connecticut,0.005236,Delaware,0.013089,"Washington, District of Columbia",0.058901,Florida,0.002618,Hawaii,0.040576,Michigan,0.002618,Idaho,0.036649,Illinois,0.013089,Indiana,0.014398,Iowa,0.001309,Kansas,0.003927,Kentucky,0.003927,Louisiana,0.005236,Maine,0.032723,Maryland,0.034031,Massachusetts,0.001309,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We just found out that Tom Steyer has reached the 130,000 donor threshold and is only one poll away from making the September debate stage.

With Andrew Yang, Kamala Harris, Joe Biden, Elizabeth Warren, Bernie Sanders, Pete Buttigieg, Beto O’Rourke, and Amy Klobuchar all qualified for the fall debates, now is not the time for our campaign to fall behind.

Will you step up and donate right now to help us reach our goals?",2019-08-14T19:35:34+0000,Cory 2020,0,99,0,999,0.004082,Alabama,0.040816,Ohio,0.032653,Michigan,0.040816,Minnesota,0.012245,Missouri,0.008163,Nevada,0.028571,New Jersey,0.069388,New York,0.04898,North Carolina,0.040816,Pennsylvania,0.044898,Maryland,0.004082,Rhode Island,0.008163,Tennessee,0.061224,Texas,0.004082,Utah,0.044898,Virginia,0.020408,Washington,0.012245,West Virginia,0.032653,Massachusetts,0.008163,Maine,0.004082,Louisiana,0.097959,California,0.004082,Nebraska,0.004082,New Mexico,0.004082,Oklahoma,0.016327,Oregon,0.012245,South Carolina,0.020408,Arizona,0.004082,Arkansas,0.016327,Colorado,0.012245,Kentucky,0.016327,Connecticut,0.016327,"Washington, District of Columbia",0.053061,Florida,0.028571,Georgia,0.057143,Illinois,0.016327,Indiana,0.020408,Iowa,0.008163,Kansas,0.020408,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We just found out that Tom Steyer has reached the 130,000 donor threshold and is only one poll away from making the September debate stage.

With Andrew Yang, Kamala Harris, Joe Biden, Elizabeth Warren, Bernie Sanders, Pete Buttigieg, Beto O’Rourke, and Amy Klobuchar all qualified for the fall debates, now is not the time for our campaign to fall behind.

Will you step up and donate right now to help us reach our goals?",2019-08-14T19:35:25+0000,Cory 2020,0,99,0,999,0.041667,Maryland,0.041667,Michigan,0.083333,Virginia,0.041667,Utah,0.083333,Texas,0.041667,Rhode Island,0.041667,North Carolina,0.125,New York,0.041667,Massachusetts,0.041667,Wisconsin,0.041667,Maine,0.041667,Indiana,0.125,Georgia,0.083333,Florida,0.041667,Colorado,0.041667,California,0.041667,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We just found out that Tom Steyer has reached the 130,000 donor threshold and is only one poll away from making the September debate stage.

With Andrew Yang, Kamala Harris, Joe Biden, Elizabeth Warren, Bernie Sanders, Pete Buttigieg, Beto O’Rourke, and Amy Klobuchar all qualified for the fall debates, now is not the time for our campaign to fall behind.

Will you step up and donate right now to help us reach our goals?",2019-08-14T19:35:24+0000,Cory 2020,0,99,0,999,0.010526,Alaska,0.010526,Tennessee,0.042105,Virginia,0.084211,Texas,0.063158,Pennsylvania,0.010526,Oregon,0.073684,Ohio,0.105263,New York,0.010526,Missouri,0.010526,Maryland,0.010526,Indiana,0.031579,Illinois,0.021053,Georgia,0.042105,Florida,0.189474,California,0.010526,Wisconsin,0.010526,Oklahoma,0.010526,Arizona,0.021053,Kansas,0.021053,Arkansas,0.010526,Colorado,0.010526,Connecticut,0.021053,"Washington, District of Columbia",0.010526,Idaho,0.010526,Iowa,0.021053,Massachusetts,0.031579,North Carolina,0.010526,Minnesota,0.010526,Montana,0.010526,Nebraska,0.010526,Nevada,0.010526,New Jersey,0.010526,New Mexico,0.031579,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We just found out that Tom Steyer has reached the 130,000 donor threshold and is only one poll away from making the September debate stage.

With Andrew Yang, Kamala Harris, Joe Biden, Elizabeth Warren, Bernie Sanders, Pete Buttigieg, Beto O’Rourke, and Amy Klobuchar all qualified for the fall debates, now is not the time for our campaign to fall behind.

Will you step up and donate right now to help us reach our goals?",2019-08-14T19:35:16+0000,Cory 2020,0,99,1000,4999,0.002567,Nebraska,0.01027,Oklahoma,0.017972,Missouri,0.001926,Montana,0.004493,Nevada,0.012195,New Hampshire,0.04172,New Jersey,0.003209,New Mexico,0.08344,New York,0.017972,North Carolina,0.025032,Ohio,0.016046,Oregon,0.028241,Minnesota,0.045571,Pennsylvania,0.005777,Rhode Island,0.008986,South Carolina,0.012195,Tennessee,0.054557,Texas,0.00706,Utah,0.007702,Vermont,0.023107,Virginia,0.050064,Washington,0.002567,West Virginia,0.003851,Mississippi,0.016688,Michigan,0.001284,Wyoming,0.041078,Florida,0.006418,Alabama,0.003851,Alaska,0.025032,Arizona,0.008344,Arkansas,0.143774,California,0.019255,Colorado,0.011553,Connecticut,0.003851,Delaware,0.008986,"Washington, District of Columbia",0.023107,Georgia,0.037227,Massachusetts,0.005135,Hawaii,0.002567,Idaho,0.053273,Illinois,0.019897,Indiana,0.016688,Iowa,0.009628,Kansas,0.01027,Kentucky,0.002567,Louisiana,0.005777,Maine,0.019255,Maryland,0.017972,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We just found out that Tom Steyer has reached the 130,000 donor threshold and is only one poll away from making the September debate stage.

With Andrew Yang, Kamala Harris, Joe Biden, Elizabeth Warren, Bernie Sanders, Pete Buttigieg, Beto O’Rourke, and Amy Klobuchar all qualified for the fall debates, now is not the time for our campaign to fall behind.

Will you step up and donate right now to help us reach our goals?",2019-08-14T19:35:15+0000,Cory 2020,0,99,1000,4999,0.002372,Mississippi,0.037476,Pennsylvania,0.008539,Nevada,0.009488,New Hampshire,0.037476,New Jersey,0.004744,New Mexico,0.067362,New York,0.020873,North Carolina,0.003321,North Dakota,0.039374,Ohio,0.008539,Oklahoma,0.020873,Oregon,0.00759,Rhode Island,0.004269,Montana,0.013283,South Carolina,0.002846,South Dakota,0.018975,Tennessee,0.053605,Texas,0.005693,Utah,0.004744,Vermont,0.02704,Virginia,0.045066,Washington,0.004269,West Virginia,0.018501,Wisconsin,0.006167,Nebraska,0.018975,Missouri,0.006167,Alabama,0.005218,Hawaii,0.004744,Alaska,0.018501,Arizona,0.004744,Arkansas,0.113852,California,0.029886,Colorado,0.014231,Connecticut,0.003321,Delaware,0.008539,"Washington, District of Columbia",0.048861,Florida,0.012808,Georgia,0.003795,Idaho,0.025142,Minnesota,0.047438,Illinois,0.023245,Indiana,0.020873,Iowa,0.009962,Kansas,0.010436,Kentucky,0.009013,Louisiana,0.00759,Maine,0.021347,Maryland,0.034156,Massachusetts,0.024194,Michigan,0.000474,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We just found out that Tom Steyer has reached the 130,000 donor threshold and is only one poll away from making the September debate stage.

With Andrew Yang, Kamala Harris, Joe Biden, Elizabeth Warren, Bernie Sanders, Pete Buttigieg, Beto O’Rourke, and Amy Klobuchar all qualified for the fall debates, now is not the time for our campaign to fall behind.

Will you step up and donate right now to help us reach our goals?",2019-08-14T19:35:15+0000,Cory 2020,0,99,1000,4999,0.002327,North Dakota,0.040721,Pennsylvania,0.00349,Nebraska,0.007563,Nevada,0.007563,New Hampshire,0.032577,New Jersey,0.006981,New Mexico,0.08726,New York,0.025596,North Carolina,0.037813,Ohio,0.008144,Oklahoma,0.018615,Oregon,0.004072,Rhode Island,0.015707,Missouri,0.009889,South Carolina,0.001163,South Dakota,0.018034,Tennessee,0.04712,Texas,0.005236,Utah,0.005236,Vermont,0.029087,Virginia,0.029668,Washington,0.004654,West Virginia,0.023851,Wisconsin,0.004072,Montana,0.002909,Mississippi,0.009889,Alabama,0.006981,Hawaii,0.001745,Alaska,0.011635,Arizona,0.004072,Arkansas,0.107039,California,0.01687,Colorado,0.009889,Connecticut,0.002909,Delaware,0.016289,"Washington, District of Columbia",0.048284,Florida,0.020942,Georgia,0.004072,Idaho,0.024433,Minnesota,0.051774,Illinois,0.026178,Indiana,0.027341,Iowa,0.009308,Kansas,0.014543,Kentucky,0.008144,Louisiana,0.007563,Maine,0.023269,Maryland,0.034904,Massachusetts,0.03025,Michigan,0.002327,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Biden has made it clear that he wants to “protect and build on #Obamacare” rather than replace it with something new. Here's what he wants to do and how it could affect you.,2019-08-14T18:20:38+0000,TrueCoverage,100,499,10000,49999,0.006967,South Dakota,0.015865,Oklahoma,0.005036,Montana,0.009541,Nebraska,0.0039,Nevada,0.003824,New Hampshire,0.016963,New Jersey,0.004013,New Mexico,0.033357,New York,0.035478,North Carolina,0.005566,North Dakota,0.052024,Ohio,0.009882,Oregon,0.021847,Mississippi,0.046382,Pennsylvania,0.001552,Rhode Island,0.0209,South Carolina,0.035705,Tennessee,0.058688,Texas,0.004279,Utah,0.001855,Vermont,0.024725,Virginia,0.014274,Washington,0.017417,West Virginia,0.034645,Missouri,0.020257,Minnesota,0.002385,Wyoming,0.034872,Georgia,0.030631,Alabama,0.002726,Alaska,0.01064,Arizona,0.0209,Arkansas,0.035667,California,0.006399,Colorado,0.006096,Connecticut,0.002953,Delaware,0.000947,"Washington, District of Columbia",0.045625,Florida,0.002764,Hawaii,0.050055,Michigan,0.004051,Idaho,0.050131,Illinois,0.031123,Indiana,0.023664,Iowa,0.013934,Kansas,0.038052,Kentucky,0.025444,Louisiana,0.007345,Maine,0.009807,Maryland,0.012495,Massachusetts,0.026353,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DOES FAKE NEWS MAKE YOU ANGRY?🔥
Wear the truth, fight the propaganda!  Get your awesome shirt - ""GUNS DON'T KILL PEOPLE CLINTONS DO!""  Tell the world the truth, don't be silenced!
Get yours here 👉http://bit.ly/2H08jbx
Free Shipping!  These are selling out fast...",2019-08-14T01:11:39+0000,Forever Trump,0,99,0,999,0.012605,Kansas,0.016807,New Mexico,0.037815,Illinois,0.042017,Indiana,0.016807,Iowa,0.021008,Massachusetts,0.046218,Michigan,0.021008,Missouri,0.004202,Nebraska,0.046218,New York,0.033613,Florida,0.071429,Ohio,0.033613,Oregon,0.063025,Pennsylvania,0.033613,Tennessee,0.067227,Texas,0.033613,Washington,0.008403,West Virginia,0.029412,Wisconsin,0.037815,Georgia,0.004202,Delaware,0.008403,Mississippi,0.02521,North Carolina,0.008403,Louisiana,0.012605,Oklahoma,0.004202,South Carolina,0.004202,South Dakota,0.021008,Alabama,0.02521,Arizona,0.016807,Minnesota,0.004202,Wyoming,0.021008,Colorado,0.004202,Hawaii,0.012605,Kentucky,0.021008,Maine,0.004202,Montana,0.021008,New Jersey,0.008403,Vermont,0.008403,Virginia,0.079832,California,0.008403,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DOES FAKE NEWS MAKE YOU ANGRY?🔥
Wear the truth, fight the propaganda!  Get your awesome shirt - ""GUNS DON'T KILL PEOPLE CLINTONS DO!""  Tell the world the truth, don't be silenced!
Get yours here 👉http://bit.ly/2H08jbx
Free Shipping!  These are selling out fast...",2019-08-14T01:11:35+0000,Forever Trump,0,99,0,999,0.012103,Colorado,0.013616,Missouri,0.013616,Alabama,0.030257,Arizona,0.012103,Arkansas,0.07413,California,0.022693,Georgia,0.039334,Indiana,0.019667,Louisiana,0.007564,Maine,0.040847,Michigan,0.018154,Nebraska,0.037821,Wisconsin,0.012103,Nevada,0.018154,New Jersey,0.024206,North Carolina,0.003026,North Dakota,0.05295,Ohio,0.004539,Oklahoma,0.018154,Oregon,0.003026,Rhode Island,0.007564,Utah,0.016641,Virginia,0.003026,Wyoming,0.027231,Washington,0.01059,Connecticut,0.012103,Idaho,0.004539,Kansas,0.006051,Montana,0.006051,New Hampshire,0.013616,South Carolina,0.006051,South Dakota,0.003026,Vermont,0.007564,Alaska,0.006051,Delaware,0.062027,Florida,0.001513,Hawaii,0.025719,Illinois,0.062027,Texas,0.022693,Iowa,0.015129,Kentucky,0.007564,Maryland,0.012103,Massachusetts,0.024206,Minnesota,0.007564,Mississippi,0.007564,New Mexico,0.054463,New York,0.051437,Pennsylvania,0.027231,Tennessee,0.01059,West Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DOES FAKE NEWS MAKE YOU ANGRY?🔥
Wear the truth, fight the propaganda!  Get your awesome shirt - ""GUNS DON'T KILL PEOPLE CLINTONS DO!""  Tell the world the truth, don't be silenced!
Get yours here 👉http://bit.ly/2H08jbx
Free Shipping!  These are selling out fast...",2019-08-14T01:11:33+0000,Forever Trump,0,99,0,999,0.002174,Delaware,0.032609,Minnesota,0.067391,Florida,0.017391,Georgia,0.01087,Idaho,0.030435,Illinois,0.023913,Indiana,0.006522,Kansas,0.021739,Kentucky,0.023913,Massachusetts,0.041304,Michigan,0.002174,Mississippi,0.013043,Colorado,0.006522,Nebraska,0.021739,Nevada,0.045652,New York,0.026087,North Carolina,0.05,Ohio,0.021739,Oklahoma,0.030435,Pennsylvania,0.013043,South Carolina,0.021739,Tennessee,0.030435,Virginia,0.004348,Connecticut,0.01087,Arkansas,0.004348,Rhode Island,0.01087,Montana,0.004348,Hawaii,0.015217,Maryland,0.006522,Missouri,0.006522,New Hampshire,0.015217,New Jersey,0.002174,South Dakota,0.002174,Utah,0.028261,Washington,0.017391,Wisconsin,0.01087,North Dakota,0.026087,Arizona,0.017391,Oregon,0.002174,Vermont,0.008696,Maine,0.082609,California,0.028261,Iowa,0.013043,Louisiana,0.004348,New Mexico,0.071739,Texas,0.026087,Alabama,0.01087,Alaska,0.008696,West Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
