ad_creative_body,ad_delivery_start_time,funding_entity,spend/lower_bound,spend/upper_bound,impressions/lower_bound,impressions/upper_bound,region_distribution/0/percentage,region_distribution/0/region,region_distribution/1/percentage,region_distribution/1/region,region_distribution/2/percentage,region_distribution/2/region,region_distribution/3/percentage,region_distribution/3/region,region_distribution/4/percentage,region_distribution/4/region,region_distribution/5/percentage,region_distribution/5/region,region_distribution/6/percentage,region_distribution/6/region,region_distribution/7/percentage,region_distribution/7/region,region_distribution/8/percentage,region_distribution/8/region,region_distribution/9/percentage,region_distribution/9/region,region_distribution/10/percentage,region_distribution/10/region,region_distribution/11/percentage,region_distribution/11/region,region_distribution/12/percentage,region_distribution/12/region,region_distribution/13/percentage,region_distribution/13/region,region_distribution/14/percentage,region_distribution/14/region,region_distribution/15/percentage,region_distribution/15/region,region_distribution/16/percentage,region_distribution/16/region,region_distribution/17/percentage,region_distribution/17/region,region_distribution/18/percentage,region_distribution/18/region,region_distribution/19/percentage,region_distribution/19/region,region_distribution/20/percentage,region_distribution/20/region,region_distribution/21/percentage,region_distribution/21/region,region_distribution/22/percentage,region_distribution/22/region,region_distribution/23/percentage,region_distribution/23/region,region_distribution/24/percentage,region_distribution/24/region,region_distribution/25/percentage,region_distribution/25/region,region_distribution/26/percentage,region_distribution/26/region,region_distribution/27/percentage,region_distribution/27/region,region_distribution/28/percentage,region_distribution/28/region,region_distribution/29/percentage,region_distribution/29/region,region_distribution/30/percentage,region_distribution/30/region,region_distribution/31/percentage,region_distribution/31/region,region_distribution/32/percentage,region_distribution/32/region,region_distribution/33/percentage,region_distribution/33/region,region_distribution/34/percentage,region_distribution/34/region,region_distribution/35/percentage,region_distribution/35/region,region_distribution/36/percentage,region_distribution/36/region,region_distribution/37/percentage,region_distribution/37/region,region_distribution/38/percentage,region_distribution/38/region,region_distribution/39/percentage,region_distribution/39/region,region_distribution/40/percentage,region_distribution/40/region,region_distribution/41/percentage,region_distribution/41/region,region_distribution/42/percentage,region_distribution/42/region,region_distribution/43/percentage,region_distribution/43/region,region_distribution/44/percentage,region_distribution/44/region,region_distribution/45/percentage,region_distribution/45/region,region_distribution/46/percentage,region_distribution/46/region,region_distribution/47/percentage,region_distribution/47/region,region_distribution/48/percentage,region_distribution/48/region,region_distribution/49/percentage,region_distribution/49/region,region_distribution/50/percentage,region_distribution/50/region,region_distribution/51/percentage,region_distribution/51/region,region_distribution/52/percentage,region_distribution/52/region,region_distribution/53/percentage,region_distribution/53/region,region_distribution/54/percentage,region_distribution/54/region,region_distribution/55/percentage,region_distribution/55/region,region_distribution/56/percentage,region_distribution/56/region,region_distribution/57/percentage,region_distribution/57/region,region_distribution/58/percentage,region_distribution/58/region,region_distribution/59/percentage,region_distribution/59/region,region_distribution/60/percentage,region_distribution/60/region,region_distribution/61/percentage,region_distribution/61/region,region_distribution/62/percentage,region_distribution/62/region,region_distribution/63/percentage,region_distribution/63/region,region_distribution/64/percentage,region_distribution/64/region,region_distribution/65/percentage,region_distribution/65/region,region_distribution/66/percentage,region_distribution/66/region,region_distribution/67/percentage,region_distribution/67/region,region_distribution/68/percentage,region_distribution/68/region,region_distribution/69/percentage,region_distribution/69/region,region_distribution/70/percentage,region_distribution/70/region,region_distribution/71/percentage,region_distribution/71/region,region_distribution/72/percentage,region_distribution/72/region,region_distribution/73/percentage,region_distribution/73/region,region_distribution/74/percentage,region_distribution/74/region,region_distribution/75/percentage,region_distribution/75/region,region_distribution/76/percentage,region_distribution/76/region,region_distribution/77/percentage,region_distribution/77/region,region_distribution/78/percentage,region_distribution/78/region,region_distribution/79/percentage,region_distribution/79/region,region_distribution/80/percentage,region_distribution/80/region,region_distribution/81/percentage,region_distribution/81/region,region_distribution/82/percentage,region_distribution/82/region,region_distribution/83/percentage,region_distribution/83/region,region_distribution/84/percentage,region_distribution/84/region,region_distribution/85/percentage,region_distribution/85/region,region_distribution/86/percentage,region_distribution/86/region,region_distribution/87/percentage,region_distribution/87/region,region_distribution/88/percentage,region_distribution/88/region,region_distribution/89/percentage,region_distribution/89/region,region_distribution/90/percentage,region_distribution/90/region,region_distribution/91/percentage,region_distribution/91/region,region_distribution/92/percentage,region_distribution/92/region,region_distribution/93/percentage,region_distribution/93/region,region_distribution/94/percentage,region_distribution/94/region,region_distribution/95/percentage,region_distribution/95/region,region_distribution/96/percentage,region_distribution/96/region,region_distribution/97/percentage,region_distribution/97/region,region_distribution/98/percentage,region_distribution/98/region,region_distribution/99/percentage,region_distribution/99/region,region_distribution/100/percentage,region_distribution/100/region,region_distribution/101/percentage,region_distribution/101/region,region_distribution/102/percentage,region_distribution/102/region,region_distribution/103/percentage,region_distribution/103/region,region_distribution/104/percentage,region_distribution/104/region,region_distribution/105/percentage,region_distribution/105/region,region_distribution/106/percentage,region_distribution/106/region,region_distribution/107/percentage,region_distribution/107/region,region_distribution/108/percentage,region_distribution/108/region,region_distribution/109/percentage,region_distribution/109/region,region_distribution/110/percentage,region_distribution/110/region,region_distribution/111/percentage,region_distribution/111/region,region_distribution/112/percentage,region_distribution/112/region,region_distribution/113/percentage,region_distribution/113/region,region_distribution/114/percentage,region_distribution/114/region,region_distribution/115/percentage,region_distribution/115/region,region_distribution/116/percentage,region_distribution/116/region,region_distribution/117/percentage,region_distribution/117/region,region_distribution/118/percentage,region_distribution/118/region,region_distribution/119/percentage,region_distribution/119/region,region_distribution/120/percentage,region_distribution/120/region,region_distribution/121/percentage,region_distribution/121/region
"URGENT: YOU HAVE BEEN CHOSEN! As a top Democrat, you have been chosen to share your thoughts on President Trump’s judicial nominations. Trump has already appointed TWO conservative justices to the Supreme Court. If reelected in 2020, he may have the opportunity to nominate more. With lifetime appointments, Trump and Mitch McConnell have already changed the makeup of the courts for generations and endangered CRUCIAL precedents including Roe v. Wade.

We can’t give Trump even more opportunity to appoint more Supreme Court justices. Do you agree? Take our survey NOW - we need just 58 more responses tonight!",2019-08-12T22:00:13+0000,Biden for President,0,99,0,999,0.003604,Delaware,0.07027,New York,0.021622,Massachusetts,0.041441,Michigan,0.016216,Minnesota,0.012613,Missouri,0.007207,Montana,0.005405,Nevada,0.003604,New Hampshire,0.023423,New Jersey,0.001802,New Mexico,0.03964,North Carolina,0.009009,Maine,0.03964,Ohio,0.016216,Oregon,0.081081,Pennsylvania,0.012613,South Carolina,0.025225,Tennessee,0.057658,Texas,0.007207,Utah,0.032432,Virginia,0.016216,Washington,0.012613,Maryland,0.025225,Kentucky,0.003604,"Washington, District of Columbia",0.012613,Alabama,0.001802,Hawaii,0.014414,Iowa,0.003604,Louisiana,0.001802,Mississippi,0.001802,Nebraska,0.003604,North Dakota,0.001802,Oklahoma,0.001802,Vermont,0.009009,West Virginia,0.01982,Arizona,0.003604,Kansas,0.012613,Arkansas,0.111712,California,0.016216,Colorado,0.014414,Connecticut,0.082883,Florida,0.027027,Georgia,0.007207,Idaho,0.03964,Illinois,0.01982,Indiana,0.007207,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"URGENT: YOU HAVE BEEN CHOSEN! As a top Democrat, you have been chosen to share your thoughts on President Trump’s judicial nominations. Trump has already appointed TWO conservative justices to the Supreme Court. If reelected in 2020, he may have the opportunity to nominate more. With lifetime appointments, Trump and Mitch McConnell have already changed the makeup of the courts for generations and endangered CRUCIAL precedents including Roe v. Wade.

We can’t give Trump even more opportunity to appoint more Supreme Court justices. Do you agree? Take our survey NOW - we need just 58 more responses tonight!",2019-08-12T22:00:10+0000,Biden for President,0,99,0,999,0.018349,Alabama,0.073394,Pennsylvania,0.027523,Texas,0.055046,Tennessee,0.027523,Oregon,0.082569,New York,0.027523,Minnesota,0.100917,Florida,0.045872,Connecticut,0.155963,California,0.009174,Maryland,0.009174,Wisconsin,0.018349,Virginia,0.018349,South Carolina,0.027523,Ohio,0.027523,Arizona,0.036697,North Carolina,0.018349,New Jersey,0.009174,New Hampshire,0.009174,Nebraska,0.009174,Missouri,0.018349,Michigan,0.009174,Massachusetts,0.009174,Maine,0.009174,Louisiana,0.027523,Kentucky,0.009174,Iowa,0.018349,Illinois,0.027523,Georgia,0.06422,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"URGENT: YOU HAVE BEEN CHOSEN! As a top Democrat, you have been chosen to share your thoughts on President Trump’s judicial nominations. Trump has already appointed TWO conservative justices to the Supreme Court. If reelected in 2020, he may have the opportunity to nominate more. With lifetime appointments, Trump and Mitch McConnell have already changed the makeup of the courts for generations and endangered CRUCIAL precedents including Roe v. Wade.

We can’t give Trump even more opportunity to appoint more Supreme Court justices. Do you agree? Take our survey NOW - we need just 58 more responses tonight!",2019-08-12T22:00:05+0000,Biden for President,0,99,0,999,0.001773,Alaska,0.08156,Pennsylvania,0.010638,Nevada,0.010638,New Hampshire,0.02305,New Jersey,0.003546,New Mexico,0.053191,New York,0.031915,North Carolina,0.003546,North Dakota,0.04078,Ohio,0.01773,Oklahoma,0.010638,Oregon,0.001773,Rhode Island,0.003546,Montana,0.014184,South Carolina,0.001773,South Dakota,0.019504,Tennessee,0.083333,Texas,0.008865,Utah,0.001773,Vermont,0.030142,Virginia,0.02305,Washington,0.003546,West Virginia,0.007092,Wisconsin,0.003546,Nebraska,0.014184,Missouri,0.010638,Alabama,0.001773,Idaho,0.007092,Arizona,0.010638,Arkansas,0.109929,California,0.008865,Colorado,0.014184,Connecticut,0.007092,Delaware,0.007092,"Washington, District of Columbia",0.069149,Florida,0.035461,Georgia,0.001773,Hawaii,0.042553,Illinois,0.007092,Mississippi,0.019504,Indiana,0.02305,Iowa,0.003546,Kansas,0.01773,Kentucky,0.005319,Louisiana,0.005319,Maine,0.015957,Maryland,0.015957,Massachusetts,0.042553,Michigan,0.010638,Minnesota,0.001773,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"URGENT: YOU HAVE BEEN CHOSEN! As a top Democrat, you have been chosen to share your thoughts on President Trump’s judicial nominations. Trump has already appointed TWO conservative justices to the Supreme Court. If reelected in 2020, he may have the opportunity to nominate more. With lifetime appointments, Trump and Mitch McConnell have already changed the makeup of the courts for generations and endangered CRUCIAL precedents including Roe v. Wade.

We can’t give Trump even more opportunity to appoint more Supreme Court justices. Do you agree? Take our survey NOW - we need just 58 more responses tonight!",2019-08-12T22:00:03+0000,Biden for President,0,99,0,999,0.009646,Arizona,0.041801,Ohio,0.048232,Kentucky,0.054662,Michigan,0.012862,Minnesota,0.006431,Mississippi,0.006431,Montana,0.03537,New Jersey,0.003215,New Mexico,0.064309,New York,0.038585,North Carolina,0.016077,Oregon,0.051447,Indiana,0.03537,Pennsylvania,0.038585,Texas,0.032154,Virginia,0.025723,Washington,0.028939,Colorado,0.032154,Massachusetts,0.009646,New Hampshire,0.003215,Utah,0.025723,Georgia,0.019293,Iowa,0.054662,Illinois,0.009646,Arkansas,0.012862,South Carolina,0.003215,Kansas,0.003215,Louisiana,0.006431,Nebraska,0.003215,Rhode Island,0.003215,South Dakota,0.003215,West Virginia,0.009646,Wisconsin,0.022508,Maryland,0.009646,Oklahoma,0.009646,Tennessee,0.006431,Idaho,0.003215,Vermont,0.012862,Alabama,0.012862,Connecticut,0.003215,"Washington, District of Columbia",0.003215,Maine,0.006431,Nevada,0.064309,California,0.016077,Delaware,0.073955,Florida,0.006431,Missouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"URGENT: YOU HAVE BEEN CHOSEN! As a top Democrat, you have been chosen to share your thoughts on President Trump’s judicial nominations. Trump has already appointed TWO conservative justices to the Supreme Court. If reelected in 2020, he may have the opportunity to nominate more. With lifetime appointments, Trump and Mitch McConnell have already changed the makeup of the courts for generations and endangered CRUCIAL precedents including Roe v. Wade.

We can’t give Trump even more opportunity to appoint more Supreme Court justices. Do you agree? Take our survey NOW - we need just 58 more responses tonight!",2019-08-12T21:59:58+0000,Biden for President,0,99,0,999,0.003236,"Washington, District of Columbia",0.006472,Oklahoma,0.029126,Missouri,0.004854,Montana,0.006472,Nebraska,0.009709,Nevada,0.004854,New Hampshire,0.016181,New Jersey,0.059871,New York,0.042071,North Carolina,0.058252,Ohio,0.011327,Oregon,0.016181,Minnesota,0.055016,Pennsylvania,0.011327,South Carolina,0.004854,South Dakota,0.019417,Tennessee,0.066343,Texas,0.004854,Utah,0.003236,Vermont,0.033981,Virginia,0.017799,Washington,0.014563,West Virginia,0.001618,Mississippi,0.027508,Michigan,0.001618,Maine,0.004854,Delaware,0.006472,New Mexico,0.001618,North Dakota,0.004854,Rhode Island,0.006472,Alabama,0.004854,Alaska,0.02589,Arizona,0.021036,Arkansas,0.059871,California,0.008091,Colorado,0.008091,Connecticut,0.095469,Florida,0.029126,Massachusetts,0.021036,Georgia,0.006472,Hawaii,0.003236,Idaho,0.02589,Illinois,0.045307,Indiana,0.02589,Iowa,0.014563,Kansas,0.017799,Kentucky,0.008091,Louisiana,0.014563,Maryland,0.009709,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"URGENT: YOU HAVE BEEN CHOSEN! As a top Democrat, you have been chosen to share your thoughts on President Trump’s judicial nominations. Trump has already appointed TWO conservative justices to the Supreme Court. If reelected in 2020, he may have the opportunity to nominate more. With lifetime appointments, Trump and Mitch McConnell have already changed the makeup of the courts for generations and endangered CRUCIAL precedents including Roe v. Wade.

We can’t give Trump even more opportunity to appoint more Supreme Court justices. Do you agree? Take our survey NOW - we need just 58 more responses tonight!",2019-08-12T21:59:46+0000,Biden for President,0,99,0,999,0.004975,Montana,0.022388,Oregon,0.014925,Minnesota,0.00995,Missouri,0.00995,Nevada,0.004975,New Hampshire,0.022388,New Jersey,0.069652,New York,0.027363,North Carolina,0.032338,Ohio,0.09204,Pennsylvania,0.0199,Massachusetts,0.004975,Rhode Island,0.004975,South Dakota,0.014925,Tennessee,0.044776,Texas,0.004975,Vermont,0.032338,Virginia,0.037313,Washington,0.007463,West Virginia,0.017413,Wisconsin,0.034826,Michigan,0.024876,Maryland,0.002488,New Mexico,0.012438,Connecticut,0.004975,Oklahoma,0.007463,South Carolina,0.002488,Utah,0.00995,Alabama,0.004975,Alaska,0.027363,Arizona,0.007463,Arkansas,0.077114,California,0.017413,Colorado,0.007463,Delaware,0.00995,Maine,0.084577,Florida,0.027363,Georgia,0.014925,Idaho,0.032338,Illinois,0.034826,Indiana,0.0199,Iowa,0.002488,Kansas,0.024876,Kentucky,0.004975,Louisiana,0.002488,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"URGENT: YOU HAVE BEEN CHOSEN! As a top Democrat, you have been chosen to share your thoughts on President Trump’s judicial nominations. Trump has already appointed TWO conservative justices to the Supreme Court. If reelected in 2020, he may have the opportunity to nominate more. With lifetime appointments, Trump and Mitch McConnell have already changed the makeup of the courts for generations and endangered CRUCIAL precedents including Roe v. Wade.

We can’t give Trump even more opportunity to appoint more Supreme Court justices. Do you agree? Take our survey NOW - we need just 58 more responses tonight!",2019-08-12T21:59:44+0000,Biden for President,0,99,0,999,0.018349,Alabama,0.036697,North Carolina,0.036697,Massachusetts,0.027523,Michigan,0.009174,Minnesota,0.027523,Missouri,0.027523,New Jersey,0.100917,New York,0.036697,Ohio,0.009174,Maine,0.018349,Oregon,0.06422,Pennsylvania,0.027523,Tennessee,0.073394,Texas,0.009174,Vermont,0.018349,Washington,0.027523,Wisconsin,0.009174,Maryland,0.027523,Kentucky,0.018349,Arizona,0.009174,Montana,0.018349,Georgia,0.009174,Hawaii,0.027523,Illinois,0.009174,Indiana,0.009174,Kansas,0.009174,Mississippi,0.009174,Nevada,0.009174,Iowa,0.018349,New Mexico,0.009174,Virginia,0.082569,California,0.045872,Colorado,0.009174,Connecticut,0.009174,"Washington, District of Columbia",0.082569,Florida,0.009174,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"URGENT: YOU HAVE BEEN CHOSEN! As a top Democrat, you have been chosen to share your thoughts on President Trump’s judicial nominations. Trump has already appointed TWO conservative justices to the Supreme Court. If reelected in 2020, he may have the opportunity to nominate more. With lifetime appointments, Trump and Mitch McConnell have already changed the makeup of the courts for generations and endangered CRUCIAL precedents including Roe v. Wade.

We can’t give Trump even more opportunity to appoint more Supreme Court justices. Do you agree? Take our survey NOW - we need just 58 more responses tonight!",2019-08-12T21:59:39+0000,Biden for President,0,99,0,999,0.001859,Hawaii,0.01487,Oregon,0.013011,Nevada,0.003717,New Hampshire,0.04461,New Jersey,0.005576,New Mexico,0.066914,New York,0.024164,North Carolina,0.042751,Ohio,0.018587,Oklahoma,0.074349,Pennsylvania,0.037175,Missouri,0.003717,Rhode Island,0.024164,South Carolina,0.022305,Tennessee,0.065056,Texas,0.007435,Utah,0.020446,Virginia,0.018587,Washington,0.009294,West Virginia,0.005576,Wisconsin,0.005576,Nebraska,0.009294,Mississippi,0.001859,Vermont,0.001859,Idaho,0.009294,Alabama,0.016729,Arizona,0.001859,Arkansas,0.085502,California,0.003717,Colorado,0.011152,Connecticut,0.01487,Delaware,0.081784,Florida,0.018587,Georgia,0.027881,Illinois,0.013011,Minnesota,0.02974,Indiana,0.020446,Iowa,0.013011,Kansas,0.020446,Kentucky,0.007435,Louisiana,0.007435,Maine,0.020446,Maryland,0.027881,Massachusetts,0.022305,Michigan,0.003717,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"URGENT: RESPONSE NEEDED! Since taking office, Trump and Mitch McConnell have  confirmed 2 Supreme Court justices, 43 appeals court judges, and 99 district court judges. This number is unprecedented. Beyond just their partisan views, almost 90% of Trump’s district court picks are white and 74% are men. 

As president, Joe Biden will fill our federal courts with judges who reflect the diversity - with respect to race, gender, sexual orientation, and ethnicity - of the American people. 

We’re 96% of the way to our response goal, but we’re still waiting to hear from you. Let us know now: Do you want Trump to have another four years to nominate judges?",2019-08-12T21:59:37+0000,Biden for President,0,99,0,999,0.003704,Louisiana,0.007407,South Carolina,0.018519,Maryland,0.007407,Missouri,0.014815,New Jersey,0.07037,New York,0.037037,North Carolina,0.044444,Ohio,0.007407,Oregon,0.07037,Pennsylvania,0.003704,South Dakota,0.037037,Illinois,0.048148,Texas,0.02963,Virginia,0.040741,Washington,0.022222,West Virginia,0.018519,Wisconsin,0.018519,Alabama,0.022222,Kentucky,0.022222,Minnesota,0.025926,Iowa,0.025926,Georgia,0.003704,New Hampshire,0.011111,Montana,0.003704,New Mexico,0.014815,Arkansas,0.007407,Idaho,0.018519,Indiana,0.007407,Kansas,0.003704,Maine,0.025926,Massachusetts,0.025926,Michigan,0.003704,Nebraska,0.088889,Florida,0.003704,North Dakota,0.014815,Oklahoma,0.011111,Tennessee,0.003704,Utah,0.018519,Arizona,0.092593,California,0.022222,Colorado,0.007407,Connecticut,0.011111,Delaware,0.003704,Vermont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"URGENT: RESPONSE NEEDED! Since taking office, Trump and Mitch McConnell have  confirmed 2 Supreme Court justices, 43 appeals court judges, and 99 district court judges. This number is unprecedented. Beyond just their partisan views, almost 90% of Trump’s district court picks are white and 74% are men. 

As president, Joe Biden will fill our federal courts with judges who reflect the diversity - with respect to race, gender, sexual orientation, and ethnicity - of the American people. 

We’re 96% of the way to our response goal, but we’re still waiting to hear from you. Let us know now: Do you want Trump to have another four years to nominate judges?",2019-08-12T21:59:32+0000,Biden for President,0,99,0,999,0.016949,Alabama,0.00565,South Dakota,0.016949,New York,0.039548,North Carolina,0.045198,Ohio,0.016949,Oklahoma,0.022599,Oregon,0.033898,Pennsylvania,0.00565,Rhode Island,0.011299,South Carolina,0.016949,Tennessee,0.022599,New Jersey,0.096045,Texas,0.033898,Virginia,0.00565,Washington,0.011299,West Virginia,0.028249,Wisconsin,0.00565,Wyoming,0.00565,Kansas,0.011299,Massachusetts,0.00565,Minnesota,0.016949,New Mexico,0.028249,Nevada,0.028249,Arizona,0.011299,Hawaii,0.016949,Arkansas,0.090395,California,0.028249,Colorado,0.00565,Connecticut,0.022599,Delaware,0.00565,"Washington, District of Columbia",0.079096,Florida,0.016949,Georgia,0.00565,Idaho,0.00565,Nebraska,0.039548,Illinois,0.033898,Indiana,0.016949,Iowa,0.016949,Kentucky,0.011299,Louisiana,0.016949,Maryland,0.011299,Michigan,0.022599,Missouri,0.00565,Montana,0.00565,Utah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"URGENT: RESPONSE NEEDED! Since taking office, Trump and Mitch McConnell have  confirmed 2 Supreme Court justices, 43 appeals court judges, and 99 district court judges. This number is unprecedented. Beyond just their partisan views, almost 90% of Trump’s district court picks are white and 74% are men. 

As president, Joe Biden will fill our federal courts with judges who reflect the diversity - with respect to race, gender, sexual orientation, and ethnicity - of the American people. 

We’re 96% of the way to our response goal, but we’re still waiting to hear from you. Let us know now: Do you want Trump to have another four years to nominate judges?",2019-08-12T21:59:19+0000,Biden for President,0,99,0,999,0.005168,Arizona,0.01292,Oklahoma,0.005168,Nebraska,0.010336,Nevada,0.015504,New Hampshire,0.03876,New Jersey,0.005168,New Mexico,0.062016,New York,0.03876,North Carolina,0.002584,North Dakota,0.02584,Ohio,0.01292,Oregon,0.023256,Missouri,0.054264,Pennsylvania,0.015504,South Carolina,0.020672,Tennessee,0.062016,Texas,0.002584,Utah,0.010336,Vermont,0.020672,Virginia,0.028424,Washington,0.01292,West Virginia,0.002584,Montana,0.015504,Minnesota,0.007752,"Washington, District of Columbia",0.020672,Connecticut,0.002584,Idaho,0.005168,Louisiana,0.002584,Maine,0.002584,Mississippi,0.002584,Rhode Island,0.002584,Alabama,0.007752,Arkansas,0.082687,California,0.023256,Colorado,0.007752,Delaware,0.046512,Michigan,0.072351,Florida,0.05168,Georgia,0.033592,Illinois,0.023256,Indiana,0.005168,Iowa,0.002584,Kansas,0.01292,Kentucky,0.033592,Maryland,0.041344,Massachusetts,0.005168,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"URGENT: RESPONSE NEEDED! Since taking office, Trump and Mitch McConnell have  confirmed 2 Supreme Court justices, 43 appeals court judges, and 99 district court judges. This number is unprecedented. Beyond just their partisan views, almost 90% of Trump’s district court picks are white and 74% are men. 

As president, Joe Biden will fill our federal courts with judges who reflect the diversity - with respect to race, gender, sexual orientation, and ethnicity - of the American people. 

We’re 96% of the way to our response goal, but we’re still waiting to hear from you. Let us know now: Do you want Trump to have another four years to nominate judges?",2019-08-12T21:59:17+0000,Biden for President,0,99,0,999,0.010638,Alaska,0.031915,Georgia,0.042553,Virginia,0.085106,Texas,0.021277,Tennessee,0.053191,Pennsylvania,0.031915,Ohio,0.053191,New York,0.010638,Mississippi,0.010638,Minnesota,0.021277,Maine,0.010638,Kansas,0.031915,Indiana,0.053191,Illinois,0.12766,Florida,0.021277,Colorado,0.095745,California,0.06383,Arizona,0.010638,Oregon,0.021277,North Carolina,0.010638,New Mexico,0.010638,New Jersey,0.042553,Missouri,0.021277,Michigan,0.021277,Massachusetts,0.042553,Maryland,0.010638,Louisiana,0.021277,Kentucky,0.010638,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
