ad_creative_body,ad_delivery_start_time,funding_entity,spend/lower_bound,spend/upper_bound,impressions/lower_bound,impressions/upper_bound,region_distribution/0/percentage,region_distribution/0/region,region_distribution/1/percentage,region_distribution/1/region,region_distribution/2/percentage,region_distribution/2/region,region_distribution/3/percentage,region_distribution/3/region,region_distribution/4/percentage,region_distribution/4/region,region_distribution/5/percentage,region_distribution/5/region,region_distribution/6/percentage,region_distribution/6/region,region_distribution/7/percentage,region_distribution/7/region,region_distribution/8/percentage,region_distribution/8/region,region_distribution/9/percentage,region_distribution/9/region,region_distribution/10/percentage,region_distribution/10/region,region_distribution/11/percentage,region_distribution/11/region,region_distribution/12/percentage,region_distribution/12/region,region_distribution/13/percentage,region_distribution/13/region,region_distribution/14/percentage,region_distribution/14/region,region_distribution/15/percentage,region_distribution/15/region,region_distribution/16/percentage,region_distribution/16/region,region_distribution/17/percentage,region_distribution/17/region,region_distribution/18/percentage,region_distribution/18/region,region_distribution/19/percentage,region_distribution/19/region,region_distribution/20/percentage,region_distribution/20/region,region_distribution/21/percentage,region_distribution/21/region,region_distribution/22/percentage,region_distribution/22/region,region_distribution/23/percentage,region_distribution/23/region,region_distribution/24/percentage,region_distribution/24/region,region_distribution/25/percentage,region_distribution/25/region,region_distribution/26/percentage,region_distribution/26/region,region_distribution/27/percentage,region_distribution/27/region,region_distribution/28/percentage,region_distribution/28/region,region_distribution/29/percentage,region_distribution/29/region,region_distribution/30/percentage,region_distribution/30/region,region_distribution/31/percentage,region_distribution/31/region,region_distribution/32/percentage,region_distribution/32/region,region_distribution/33/percentage,region_distribution/33/region,region_distribution/34/percentage,region_distribution/34/region,region_distribution/35/percentage,region_distribution/35/region,region_distribution/36/percentage,region_distribution/36/region,region_distribution/37/percentage,region_distribution/37/region,region_distribution/38/percentage,region_distribution/38/region,region_distribution/39/percentage,region_distribution/39/region,region_distribution/40/percentage,region_distribution/40/region,region_distribution/41/percentage,region_distribution/41/region,region_distribution/42/percentage,region_distribution/42/region,region_distribution/43/percentage,region_distribution/43/region,region_distribution/44/percentage,region_distribution/44/region,region_distribution/45/percentage,region_distribution/45/region,region_distribution/46/percentage,region_distribution/46/region,region_distribution/47/percentage,region_distribution/47/region,region_distribution/48/percentage,region_distribution/48/region,region_distribution/49/percentage,region_distribution/49/region,region_distribution/50/percentage,region_distribution/50/region,region_distribution/51/percentage,region_distribution/51/region,region_distribution/52/percentage,region_distribution/52/region,region_distribution/53/percentage,region_distribution/53/region,region_distribution/54/percentage,region_distribution/54/region,region_distribution/55/percentage,region_distribution/55/region,region_distribution/56/percentage,region_distribution/56/region,region_distribution/57/percentage,region_distribution/57/region,region_distribution/58/percentage,region_distribution/58/region,region_distribution/59/percentage,region_distribution/59/region,region_distribution/60/percentage,region_distribution/60/region,region_distribution/61/percentage,region_distribution/61/region,region_distribution/62/percentage,region_distribution/62/region,region_distribution/63/percentage,region_distribution/63/region,region_distribution/64/percentage,region_distribution/64/region,region_distribution/65/percentage,region_distribution/65/region,region_distribution/66/percentage,region_distribution/66/region,region_distribution/67/percentage,region_distribution/67/region,region_distribution/68/percentage,region_distribution/68/region,region_distribution/69/percentage,region_distribution/69/region,region_distribution/70/percentage,region_distribution/70/region,region_distribution/71/percentage,region_distribution/71/region,region_distribution/72/percentage,region_distribution/72/region,region_distribution/73/percentage,region_distribution/73/region,region_distribution/74/percentage,region_distribution/74/region,region_distribution/75/percentage,region_distribution/75/region,region_distribution/76/percentage,region_distribution/76/region,region_distribution/77/percentage,region_distribution/77/region,region_distribution/78/percentage,region_distribution/78/region,region_distribution/79/percentage,region_distribution/79/region,region_distribution/80/percentage,region_distribution/80/region,region_distribution/81/percentage,region_distribution/81/region,region_distribution/82/percentage,region_distribution/82/region,region_distribution/83/percentage,region_distribution/83/region,region_distribution/84/percentage,region_distribution/84/region,region_distribution/85/percentage,region_distribution/85/region,region_distribution/86/percentage,region_distribution/86/region,region_distribution/87/percentage,region_distribution/87/region,region_distribution/88/percentage,region_distribution/88/region,region_distribution/89/percentage,region_distribution/89/region,region_distribution/90/percentage,region_distribution/90/region,region_distribution/91/percentage,region_distribution/91/region,region_distribution/92/percentage,region_distribution/92/region,region_distribution/93/percentage,region_distribution/93/region,region_distribution/94/percentage,region_distribution/94/region,region_distribution/95/percentage,region_distribution/95/region,region_distribution/96/percentage,region_distribution/96/region,region_distribution/97/percentage,region_distribution/97/region,region_distribution/98/percentage,region_distribution/98/region,region_distribution/99/percentage,region_distribution/99/region,region_distribution/100/percentage,region_distribution/100/region,region_distribution/101/percentage,region_distribution/101/region,region_distribution/102/percentage,region_distribution/102/region,region_distribution/103/percentage,region_distribution/103/region,region_distribution/104/percentage,region_distribution/104/region,region_distribution/105/percentage,region_distribution/105/region,region_distribution/106/percentage,region_distribution/106/region,region_distribution/107/percentage,region_distribution/107/region,region_distribution/108/percentage,region_distribution/108/region,region_distribution/109/percentage,region_distribution/109/region,region_distribution/110/percentage,region_distribution/110/region,region_distribution/111/percentage,region_distribution/111/region,region_distribution/112/percentage,region_distribution/112/region,region_distribution/113/percentage,region_distribution/113/region,region_distribution/114/percentage,region_distribution/114/region,region_distribution/115/percentage,region_distribution/115/region,region_distribution/116/percentage,region_distribution/116/region,region_distribution/117/percentage,region_distribution/117/region,region_distribution/118/percentage,region_distribution/118/region,region_distribution/119/percentage,region_distribution/119/region,region_distribution/120/percentage,region_distribution/120/region,region_distribution/121/percentage,region_distribution/121/region,region_distribution/122/percentage,region_distribution/122/region,region_distribution/123/percentage,region_distribution/123/region
"Grassroots donors are the heart of this campaign, so we’ve decided to cover the walls of Warren HQ in Boston with the names of supporters who make this movement possible. Our new Grassroots Donor Wall will be a constant reminder of what — and who — our campaign is fighting for.

Chip in anything today to add your name to our Grassroots Donor Wall and help elect the best president that money can’t buy. 

If you’ve saved your payment information with ActBlue Express, your donation will be automatically processed:

Chip in $3: http://ewar.ren/awko
Chip in $10: http://ewar.ren/1x79
Chip in $25: http://ewar.ren/73bc6
Chip in $50: http://ewar.ren/s2hj",2019-08-19T15:29:04+0000,Warren for President,0,99,1000,4999,0.005988,Alabama,0.036593,Pennsylvania,0.005323,New Hampshire,0.020625,New Jersey,0.007319,New Mexico,0.109115,New York,0.023952,North Carolina,0.001996,North Dakota,0.02994,Ohio,0.004657,Oklahoma,0.027279,Oregon,0.003992,Rhode Island,0.003992,Nebraska,0.009315,South Carolina,0.011976,Tennessee,0.045243,Texas,0.007984,Utah,0.004657,Vermont,0.025283,Virginia,0.040585,Washington,0.001996,West Virginia,0.021291,Wisconsin,0.001996,Wyoming,0.007319,Nevada,0.000665,Montana,0.01996,Arizona,0.004657,Idaho,0.003327,Arkansas,0.137059,California,0.01996,Colorado,0.013307,Connecticut,0.001996,Delaware,0.017299,"Washington, District of Columbia",0.030605,Florida,0.021956,Georgia,0.001996,Hawaii,0.055223,Illinois,0.013307,Missouri,0.017299,Indiana,0.011976,Iowa,0.005988,Kansas,0.005988,Kentucky,0.011311,Louisiana,0.007319,Maine,0.018629,Maryland,0.079175,Massachusetts,0.029275,Michigan,0.012641,Minnesota,0.000665,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grassroots donors are the heart of this campaign, so we’ve decided to cover the walls of Warren HQ in Boston with the names of supporters who make this movement possible. Our new Grassroots Donor Wall will be a constant reminder of what — and who — our campaign is fighting for.

Chip in anything today to add your name to our Grassroots Donor Wall and help elect the best president that money can’t buy. 

If you’ve saved your payment information with ActBlue Express, your donation will be automatically processed:

Chip in $3: http://ewar.ren/539cf
Chip in $10: http://ewar.ren/ba7c6
Chip in $25: http://ewar.ren/0d563
Chip in $50: http://ewar.ren/24d7c",2019-08-19T15:29:04+0000,Warren for President,0,99,5000,9999,0.007167,Alabama,0.045621,Pennsylvania,0.011012,Nevada,0.007866,New Hampshire,0.014158,New Jersey,0.005943,New Mexico,0.066072,New York,0.031463,North Carolina,0.001398,North Dakota,0.03793,Ohio,0.012236,Oklahoma,0.024996,Oregon,0.00402,Rhode Island,0.003146,Montana,0.009963,South Carolina,0.002447,South Dakota,0.018703,Tennessee,0.043174,Texas,0.007866,Utah,0.003845,Vermont,0.03426,Virginia,0.037581,Washington,0.004719,West Virginia,0.022723,Wisconsin,0.008041,Nebraska,0.026394,Missouri,0.002972,Alaska,0.006467,Idaho,0.019227,Arizona,0.006817,Arkansas,0.102779,California,0.03391,Colorado,0.010837,Connecticut,0.003146,Delaware,0.018179,"Washington, District of Columbia",0.03828,Florida,0.023422,Georgia,0.001748,Hawaii,0.042825,Illinois,0.002797,Mississippi,0.019402,Indiana,0.014333,Iowa,0.012935,Kansas,0.012935,Kentucky,0.00874,Louisiana,0.006293,Maine,0.023073,Maryland,0.039853,Massachusetts,0.027967,Michigan,0.026744,Minnesota,0.001573,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chip in $10: It's no secret that this campaign is powered by supporters chipping in what they can to own a piece of this movement. So we’ve decided to take it a step further. When anyone walks into our headquarters in Boston, we want to be able to showcase the names of everyone who makes our campaign what it is: a grassroots movement fueled by the people, through and through.
 
We’re going to cover the walls of Warren HQ in Boston with the names of supporters who make this grassroots movement possible. Our new Grassroots Donor Wall will be a constant reminder of what —and who— our campaign is fighting for.

Chip in anything today to add your name to our Grassroots Donor Wall. 

If you’ve saved your payment information with ActBlue Express, your donation will be automatically processed:

Chip in $3: http://ewar.ren/9a692
Chip in $10: http://ewar.ren/jra
Chip in $25: http://ewar.ren/a8l
Chip in $50: http://ewar.ren/a7015",2019-08-19T15:29:04+0000,Warren for President,100,499,10000,49999,0.007516,Alabama,0.041298,Pennsylvania,0.006773,Nevada,0.007103,New Hampshire,0.02098,New Jersey,0.006195,New Mexico,0.099364,New York,0.026018,North Carolina,0.000743,North Dakota,0.027918,Ohio,0.007847,Oklahoma,0.029322,Oregon,0.004625,Rhode Island,0.002808,Montana,0.008425,South Carolina,0.001569,South Dakota,0.013546,Tennessee,0.043033,Texas,0.007764,Utah,0.004708,Vermont,0.02321,Virginia,0.043033,Washington,0.003386,West Virginia,0.014702,Wisconsin,0.00413,Nebraska,0.016272,Missouri,0.001982,Alaska,0.004295,Idaho,0.015033,Arizona,0.003056,Arkansas,0.144214,California,0.021888,Colorado,0.013133,Connecticut,0.002561,Delaware,0.021723,"Washington, District of Columbia",0.032213,Florida,0.018171,Georgia,0.003469,Hawaii,0.053027,Illinois,0.00223,Mississippi,0.015198,Indiana,0.011316,Iowa,0.005038,Kansas,0.009251,Kentucky,0.005204,Louisiana,0.008177,Maine,0.020401,Maryland,0.069877,Massachusetts,0.027918,Michigan,0.017263,Minnesota,0.001074,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"It's no secret that this campaign is powered by supporters chipping in what they can to own a piece of this movement. So we’ve decided to take it a step further. When anyone walks into our headquarters in Boston, we want to be able to showcase the names of everyone who makes our campaign what it is: a grassroots movement fueled by the people, through and through.
 
We’re going to cover the walls of Warren HQ in Boston with the names of supporters who make this grassroots movement possible. Our new Grassroots Donor Wall will be a constant reminder of what —and who— our campaign is fighting for.

Chip in anything today to add your name to our Grassroots Donor Wall. 

If you’ve saved your payment information with ActBlue Express, your donation will be automatically processed:

Chip in $3: http://ewar.ren/oyeh
Chip in $10: http://ewar.ren/j2po
Chip in $25: http://ewar.ren/e4i0
Chip in $50: http://ewar.ren/j3r7",2019-08-19T15:29:04+0000,Warren for President,100,499,10000,49999,0.004663,Alabama,0.043926,Pennsylvania,0.006564,Nevada,0.010552,New Hampshire,0.019632,New Jersey,0.005951,New Mexico,0.098405,New York,0.023865,North Carolina,0.000859,North Dakota,0.031043,Ohio,0.006626,Oklahoma,0.034663,Oregon,0.004908,Rhode Island,0.002638,Montana,0.008589,South Carolina,0.001166,South Dakota,0.009693,Tennessee,0.040491,Texas,0.005276,Utah,0.005276,Vermont,0.025399,Virginia,0.040123,Washington,0.002515,West Virginia,0.016503,Wisconsin,0.005215,Nebraska,0.01638,Missouri,0.003497,Alaska,0.003129,Idaho,0.016626,Arizona,0.00411,Arkansas,0.13362,California,0.02411,Colorado,0.013006,Connecticut,0.001718,Delaware,0.023374,"Washington, District of Columbia",0.028466,Florida,0.016687,Georgia,0.001718,Hawaii,0.053313,Illinois,0.001656,Mississippi,0.014724,Indiana,0.014724,Iowa,0.005644,Kansas,0.010307,Kentucky,0.006564,Louisiana,0.008528,Maine,0.018405,Maryland,0.076871,Massachusetts,0.030613,Michigan,0.016687,Minnesota,0.000982,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"It's no secret that this campaign is powered by supporters chipping in what they can to own a piece of this movement. So we’ve decided to take it a step further. When anyone walks into our headquarters in Boston, we want to be able to showcase the names of everyone who makes our campaign what it is: a grassroots movement fueled by the people, through and through.
 
We’re going to cover the walls of Warren HQ in Boston with the names of supporters who make this grassroots movement possible. Our new Grassroots Donor Wall will be a constant reminder of what —and who— our campaign is fighting for.

Chip in anything today to add your name to our Grassroots Donor Wall. 

If you’ve saved your payment information with ActBlue Express, your donation will be automatically processed:

Chip in $3: http://ewar.ren/s0r1
Chip in $10: http://ewar.ren/9ucm
Chip in $25: http://ewar.ren/ekg5
Chip in $50: http://ewar.ren/qs6u",2019-08-19T15:29:04+0000,Warren for President,0,99,10000,49999,0.003381,Alabama,0.03238,Pennsylvania,0.007412,Nevada,0.009623,New Hampshire,0.022757,New Jersey,0.007152,New Mexico,0.092198,New York,0.023017,North Carolina,0.00104,North Dakota,0.031209,Ohio,0.006632,Oklahoma,0.024577,Oregon,0.005072,Rhode Island,0.004421,Montana,0.008843,South Carolina,0.00156,South Dakota,0.012094,Tennessee,0.052146,Texas,0.006762,Utah,0.004681,Vermont,0.020026,Virginia,0.043823,Washington,0.003251,West Virginia,0.013264,Wisconsin,0.004291,Nebraska,0.017425,Missouri,0.003771,Alaska,0.005202,Idaho,0.018726,Arizona,0.003121,Arkansas,0.144083,California,0.024577,Colorado,0.011443,Connecticut,0.002471,Delaware,0.011834,"Washington, District of Columbia",0.049025,Florida,0.020806,Georgia,0.003121,Hawaii,0.037321,Illinois,0.00078,Mississippi,0.014954,Indiana,0.009883,Iowa,0.005852,Kansas,0.006242,Kentucky,0.004681,Louisiana,0.007802,Maine,0.016385,Maryland,0.096359,Massachusetts,0.026268,Michigan,0.014954,Minnesota,0.0013,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grassroots donors are the heart of this campaign, so we’ve decided to cover the walls of Warren HQ in Boston with the names of supporters who make this movement possible. Our new Grassroots Donor Wall will be a constant reminder of what — and who — our campaign is fighting for.

Chip in anything today to add your name to our Grassroots Donor Wall and help elect the best president that money can’t buy. 

If you’ve saved your payment information with ActBlue Express, your donation will be automatically processed:

Chip in $3: http://ewar.ren/bote
Chip in $10: http://ewar.ren/5j4f
Chip in $25: http://ewar.ren/smbw
Chip in $50: http://ewar.ren/2cfca",2019-08-19T15:29:04+0000,Warren for President,100,499,5000,9999,0.005196,Alabama,0.037604,Pennsylvania,0.008615,Nevada,0.009982,New Hampshire,0.019828,New Jersey,0.007658,New Mexico,0.09531,New York,0.020648,North Carolina,0.00041,North Dakota,0.028853,Ohio,0.006427,Oklahoma,0.028442,Oregon,0.004102,Rhode Island,0.003282,Montana,0.009435,South Carolina,0.001778,South Dakota,0.013127,Tennessee,0.053603,Texas,0.005606,Utah,0.003555,Vermont,0.024887,Virginia,0.040886,Washington,0.002872,West Virginia,0.016956,Wisconsin,0.004649,Nebraska,0.013674,Missouri,0.004923,Alaska,0.003555,Idaho,0.015999,Arizona,0.005333,Arkansas,0.141255,California,0.020648,Colorado,0.014495,Connecticut,0.003008,Delaware,0.015589,"Washington, District of Columbia",0.040339,Florida,0.019554,Georgia,0.002598,Hawaii,0.037741,Illinois,0.001504,Mississippi,0.014358,Indiana,0.013264,Iowa,0.006153,Kansas,0.008615,Kentucky,0.004923,Louisiana,0.007247,Maine,0.018187,Maryland,0.080815,Massachusetts,0.02981,Michigan,0.021469,Minnesota,0.001231,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grassroots donors are the heart of this campaign, so we’ve decided to cover the walls of Warren HQ in Boston with the names of supporters who make this movement possible. Our new Grassroots Donor Wall will be a constant reminder of what — and who — our campaign is fighting for.

Chip in anything today to add your name to our Grassroots Donor Wall and help elect the best president that money can’t buy. 

If you’ve saved your payment information with ActBlue Express, your donation will be automatically processed:

Chip in $3: http://ewar.ren/aikc
Chip in $10: http://ewar.ren/q995
Chip in $25: http://ewar.ren/s964
Chip in $50: http://ewar.ren/uep4",2019-08-19T15:29:04+0000,Warren for President,0,99,1000,4999,0.003397,Alabama,0.044781,Pennsylvania,0.004324,Nevada,0.006485,New Hampshire,0.016059,New Jersey,0.004941,New Mexico,0.111797,New York,0.024089,North Carolina,0.02903,Ohio,0.007103,Oklahoma,0.035516,Oregon,0.006485,Rhode Island,0.002779,Montana,0.00803,South Carolina,0.001235,South Dakota,0.011736,Tennessee,0.045398,Texas,0.004324,Utah,0.005559,Vermont,0.026868,Virginia,0.030574,Washington,0.000926,West Virginia,0.011736,Wisconsin,0.006485,Nebraska,0.018839,Missouri,0.002471,Alaska,0.002471,Idaho,0.016986,Arizona,0.004632,Arkansas,0.136195,California,0.022236,Colorado,0.016368,Connecticut,0.001853,Delaware,0.029957,"Washington, District of Columbia",0.021927,Florida,0.017295,Georgia,0.001235,Hawaii,0.049722,Illinois,0.001853,Mississippi,0.015442,Indiana,0.015442,Iowa,0.004324,Kansas,0.0105,Kentucky,0.009883,Louisiana,0.006794,Maine,0.019765,Maryland,0.072884,Massachusetts,0.029339,Michigan,0.021309,Minnesota,0.000618,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"It's no secret that this campaign is powered by supporters chipping in what they can to own a piece of this movement. So we’ve decided to take it a step further. When anyone walks into our headquarters in Boston, we want to be able to showcase the names of everyone who makes our campaign what it is: a grassroots movement fueled by the people, through and through.
 
We’re going to cover the walls of Warren HQ in Boston with the names of supporters who make this grassroots movement possible. Our new Grassroots Donor Wall will be a constant reminder of what —and who— our campaign is fighting for.

Chip in anything today to add your name to our Grassroots Donor Wall. 

If you’ve saved your payment information with ActBlue Express, your donation will be automatically processed:

Chip in $3: http://ewar.ren/77l
Chip in $10: http://ewar.ren/55m
Chip in $25: http://ewar.ren/bf3b6
Chip in $50: http://ewar.ren/9lr",2019-08-19T15:29:04+0000,Warren for President,100,499,10000,49999,0.007128,Alabama,0.045067,Pennsylvania,0.008301,Nevada,0.00755,New Hampshire,0.015053,New Jersey,0.006987,New Mexico,0.073485,New York,0.0287,North Carolina,0.001219,North Dakota,0.038032,Ohio,0.009567,Oklahoma,0.032452,Oregon,0.005815,Rhode Island,0.004361,Montana,0.009192,South Carolina,0.001501,South Dakota,0.019086,Tennessee,0.047505,Texas,0.007409,Utah,0.00469,Vermont,0.027387,Virginia,0.042347,Washington,0.003517,West Virginia,0.019462,Wisconsin,0.006987,Nebraska,0.02054,Missouri,0.003283,Alaska,0.004174,Idaho,0.017867,Arizona,0.007832,Arkansas,0.108376,California,0.027762,Colorado,0.012334,Connecticut,0.002579,Delaware,0.018336,"Washington, District of Columbia",0.040658,Florida,0.020446,Georgia,0.002345,Hawaii,0.042863,Illinois,0.00272,Mississippi,0.017492,Indiana,0.015663,Iowa,0.008582,Kansas,0.01238,Kentucky,0.007597,Louisiana,0.008676,Maine,0.021291,Maryland,0.0438,Massachusetts,0.031514,Michigan,0.026965,Minnesota,0.001125,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Native history is American history — and we must be honest about our government’s responsibility in perpetuating these injustices for centuries. As a nation, we are failing in our legal, political, and moral obligations toward tribal governments and indigenous peoples. We must recommit to the principles of protecting Tribal sovereignty and advancing Tribal self-determination in all federal decisions that affect Native communities. I have fought for this brighter future during my time in the Senate. And I am committed to achieving it as President of the United States.

I have put forward a set of proposals to recommit our government to its promises to Native and indigenous peoples. I hope you’ll read it here.",2019-08-19T10:00:35+0000,Warren for President,100,499,10000,49999,9.5E-5,California,9.5E-5,Colorado,0.00019,Florida,0.00019,Illinois,0.943375,Iowa,0.055392,Nebraska,9.5E-5,Ohio,9.5E-5,Texas,9.5E-5,Arizona,0.000285,Minnesota,9.5E-5,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The story of America’s mistreatment of Tribal Nations and indigenous peoples is a long and painful one, rooted in centuries of discrimination, neglect, greed, and violence. Native history is American history, and we must be honest about our government’s responsibility in perpetuating these injustices for centuries. 

As a nation, we are failing in our legal, political, and moral obligations toward tribal governments and indigenous peoples. Washington owes Native communities respect – and much more. Washington owes Native communities a fighting chance to build stronger communities and a brighter future.
To achieve this, we must end the corruption that empowers giant corporate interests to trample the interests of indigenous peoples. We must end the neglect that allows Congress to chip away at nutrition assistance, health care, education funding, and other programs. And we must go further. We must ensure that America’s sacred trust and treaty obligations are the law of the land — binding legal and moral principles that are not just slogans, but instead reinforce the solemn nation-to-nation relationships with Tribal Nations. 

It will not be easy, but our government must uphold its commitments and promises to Tribal Nations and indigenous peoples. We must recommit to the principles of protecting Tribal sovereignty and advancing Tribal self-determination in all federal decisions that affect Native communities. I have fought for this brighter future during my time in the Senate. And I am committed to achieving it as President of the United States.

I have put forward a set of proposals to recommit our government to its promises to Tribal Nations and indigenous peoples. I hope you’ll read it here.",2019-08-19T10:00:35+0000,Warren for President,0,99,1000,4999,0.938254,Iowa,0.060781,Nebraska,0.000482,South Dakota,0.000482,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MASSACHUSETTS LAW ENFORCEMENT RESPONDS TO WARREN'S DANGEROUS COP BASHING; PUTTING ITS POLICE OFFICERS IN DANGER.  WARREN CALLED POLICE OFFICERS RACIST MURDERERS FOR POLITICAL POINTS.

MASSACHUSETTS COALITION OF POLICE HAVE RUN FULL-PAGE NEWSPAPER ADS BLASTING WARREN’S ANTI-COP “PANDERING,” CALLING IT “APPALLING,” CHARGING IT’S GETTING “OFFICERS AND CITIZENS HURT AND KILLED.”

https://www.lawenforcementtoday.com/chief-to-liz-warren-come-see-what-being-a-cop-is-like/",2019-08-19T08:27:48+0000,Verde Village News,0,99,0,999,0.994253,Arizona,0.005747,Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Here’s what student debt relief would mean for the people affected. It will unleash new businesses, raise incomes and unlock the path to homeownership and the middle class for millions of Americans. Let’s get to work!",2019-08-19T02:54:40+0000,"Marko Liias for State Senate (D) 119 1st Ave S, Suite 320, Seattle, WA 98104",0,99,0,999,0.05,Alabama,0.016667,New York,0.016667,North Carolina,0.016667,Nevada,0.016667,Louisiana,0.033333,Kansas,0.033333,Georgia,0.016667,Arkansas,0.033333,Arizona,0.116667,Washington,0.1,Texas,0.016667,Tennessee,0.016667,Rhode Island,0.016667,Virginia,0.016667,Alaska,0.016667,Vermont,0.083333,Oregon,0.033333,Ohio,0.016667,New Hampshire,0.016667,Montana,0.05,Missouri,0.083333,Michigan,0.016667,Maryland,0.016667,Illinois,0.033333,Connecticut,0.066667,Colorado,0.033333,California,0.016667,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Let's get organized! Team Warren will convene our first volunteer training in Nashville on Thursday, August 29th.

Join us to learn more about how to spread Elizabeth’s vision for big, structural change.",2019-08-18T20:00:12+0000,Warren for President,0,99,5000,9999,0.00038,Illinois,0.00038,New York,0.036053,Kentucky,0.963188,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
