ad_creative_body,ad_delivery_start_time,funding_entity,spend/lower_bound,spend/upper_bound,impressions/lower_bound,impressions/upper_bound,region_distribution/0/percentage,region_distribution/0/region,region_distribution/1/percentage,region_distribution/1/region,region_distribution/2/percentage,region_distribution/2/region,region_distribution/3/percentage,region_distribution/3/region,region_distribution/4/percentage,region_distribution/4/region,region_distribution/5/percentage,region_distribution/5/region,region_distribution/6/percentage,region_distribution/6/region,region_distribution/7/percentage,region_distribution/7/region,region_distribution/8/percentage,region_distribution/8/region,region_distribution/9/percentage,region_distribution/9/region,region_distribution/10/percentage,region_distribution/10/region,region_distribution/11/percentage,region_distribution/11/region,region_distribution/12/percentage,region_distribution/12/region,region_distribution/13/percentage,region_distribution/13/region,region_distribution/14/percentage,region_distribution/14/region,region_distribution/15/percentage,region_distribution/15/region,region_distribution/16/percentage,region_distribution/16/region,region_distribution/17/percentage,region_distribution/17/region,region_distribution/18/percentage,region_distribution/18/region,region_distribution/19/percentage,region_distribution/19/region,region_distribution/20/percentage,region_distribution/20/region,region_distribution/21/percentage,region_distribution/21/region,region_distribution/22/percentage,region_distribution/22/region,region_distribution/23/percentage,region_distribution/23/region,region_distribution/24/percentage,region_distribution/24/region,region_distribution/25/percentage,region_distribution/25/region,region_distribution/26/percentage,region_distribution/26/region,region_distribution/27/percentage,region_distribution/27/region,region_distribution/28/percentage,region_distribution/28/region,region_distribution/29/percentage,region_distribution/29/region,region_distribution/30/percentage,region_distribution/30/region,region_distribution/31/percentage,region_distribution/31/region,region_distribution/32/percentage,region_distribution/32/region,region_distribution/33/percentage,region_distribution/33/region,region_distribution/34/percentage,region_distribution/34/region,region_distribution/35/percentage,region_distribution/35/region,region_distribution/36/percentage,region_distribution/36/region,region_distribution/37/percentage,region_distribution/37/region,region_distribution/38/percentage,region_distribution/38/region,region_distribution/39/percentage,region_distribution/39/region,region_distribution/40/percentage,region_distribution/40/region,region_distribution/41/percentage,region_distribution/41/region,region_distribution/42/percentage,region_distribution/42/region,region_distribution/43/percentage,region_distribution/43/region,region_distribution/44/percentage,region_distribution/44/region,region_distribution/45/percentage,region_distribution/45/region,region_distribution/46/percentage,region_distribution/46/region,region_distribution/47/percentage,region_distribution/47/region,region_distribution/48/percentage,region_distribution/48/region,region_distribution/49/percentage,region_distribution/49/region,region_distribution/50/percentage,region_distribution/50/region
"You can enter to win a chance to watch the next presidential debate LIVE from the audience in Houston, Texas! You (and a guest!) will receive flights, hotel, and two tickets to be in the crowd. 

Donate any amount now to be automatically entered in the running to watch the debate in person in September. 

No contrib. necessary to win. Void w/ prohibited. Ends. 8/31/19. Approx. prz value $5000. Subj. to Off. Rules.",2019-08-22T16:00:00+0000,Kamala Harris For The People,0,99,0,999,1,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"You can enter to win a chance to watch the next presidential debate LIVE from the audience in Houston, Texas! You (and a guest!) will receive flights, hotel, and two tickets to be in the crowd. 

Donate any amount now to be automatically entered in the running to watch the debate in person in September. 

No contrib. necessary to win. Void w/ prohibited. Ends. 8/31/19. Approx. prz value $5000. Subj. to Off. Rules.",2019-08-22T16:00:00+0000,Kamala Harris For The People,0,99,0,999,0.006042,Alaska,0.015106,Missouri,0.003021,West Virginia,0.009063,Vermont,0.021148,Utah,0.003021,South Dakota,0.006042,Rhode Island,0.048338,Pennsylvania,0.048338,Oregon,0.009063,Oklahoma,0.024169,Ohio,0.003021,North Dakota,0.247734,New York,0.006042,New Mexico,0.030211,New Jersey,0.003021,Nebraska,0.042296,Minnesota,0.02719,Arizona,0.006042,Hawaii,0.030211,Colorado,0.015106,Connecticut,0.003021,Delaware,0.039275,"Washington, District of Columbia",0.05136,Florida,0.033233,Georgia,0.081571,Illinois,0.072508,Massachusetts,0.009063,Indiana,0.009063,Kansas,0.009063,Kentucky,0.015106,Louisiana,0.012085,Maine,0.039275,Maryland,0.021148,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Donate any amount now to be automatically entered in the running to watch the next Democratic debate in person next month. 

No contrib. necessary to win. Void w/ prohibited. Ends. 8/31/19. Approx. prz value $5000. Subj. to Off. Rules.",2019-08-22T16:00:00+0000,Kamala Harris For The People,0,99,1000,4999,0.004255,Alaska,0.010213,Oklahoma,0.005106,Nebraska,0.046809,New Jersey,0.008511,New Mexico,0.159149,New York,0.000851,North Dakota,0.04,Ohio,0.039149,Oregon,0.028936,Missouri,0.074043,Pennsylvania,0.006809,Rhode Island,0.002553,South Dakota,0.011064,Utah,0.005106,Vermont,0.002553,West Virginia,0.019574,Wisconsin,0.005106,Montana,0.038298,Minnesota,0.03234,Arizona,0.005957,Hawaii,0.044255,Colorado,0.018723,Connecticut,0.003404,Delaware,0.038298,"Washington, District of Columbia",0.068936,Florida,0.038298,Georgia,0.005957,Idaho,0.088511,Massachusetts,0.048511,Illinois,0.020426,Indiana,0.005957,Kansas,0.008511,Kentucky,0.01617,Louisiana,0.012766,Maine,0.03234,Maryland,0.002553,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"You can enter to win a chance to watch the next presidential debate LIVE from the audience in Houston, Texas! You (and a guest!) will receive flights, hotel, and two tickets to be in the crowd. 

Donate any amount now to be automatically entered in the running to watch the debate in person in September. 

No contrib. necessary to win. Void w/ prohibited. Ends. 8/31/19. Approx. prz value $5000. Subj. to Off. Rules.",2019-08-22T16:00:00+0000,Kamala Harris For The People,0,99,0,999,0.002959,Alaska,0.029586,Minnesota,0.005917,Wisconsin,0.005917,West Virginia,0.011834,Utah,0.005917,Rhode Island,0.050296,Pennsylvania,0.050296,Oregon,0.002959,Oklahoma,0.04142,Ohio,0.221893,New York,0.014793,New Mexico,0.044379,New Jersey,0.002959,Montana,0.014793,Missouri,0.056213,Massachusetts,0.017751,Arizona,0.050296,Maryland,0.008876,Maine,0.011834,Louisiana,0.011834,Kentucky,0.029586,Indiana,0.068047,Illinois,0.005917,Idaho,0.002959,Hawaii,0.038462,Georgia,0.100592,Florida,0.047337,"Washington, District of Columbia",0.02071,Connecticut,0.02071,Colorado,0.002959,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Have you got plans for the September Democratic debate?

How about going to Houston to see Kamala take the stage? We’re bringing one supporter and a guest to the debate, and we want you to enter!

Pitch in any amount right now to be automatically entered to win a trip to join Kamala at the next Democratic debate in Houston in September.

No contrib. necessary to win. Void w/ prohibited. Ends. 8/31/19. Approx. prz value $5000. Subj. to Off. Rules.",2019-08-22T16:00:00+0000,Kamala Harris For The People,0,99,0,999,0.002732,Alaska,0.016393,Missouri,0.005464,Vermont,0.010929,Utah,0.002732,South Dakota,0.010929,Rhode Island,0.084699,Pennsylvania,0.032787,Oregon,0.010929,Oklahoma,0.057377,Ohio,0.139344,New York,0.021858,New Mexico,0.065574,New Jersey,0.005464,Nebraska,0.002732,Montana,0.035519,Minnesota,0.035519,Arizona,0.065574,Massachusetts,0.038251,Maryland,0.008197,Maine,0.013661,Louisiana,0.013661,Kentucky,0.002732,Kansas,0.027322,Indiana,0.07377,Illinois,0.008197,Hawaii,0.035519,Georgia,0.060109,Florida,0.030055,"Washington, District of Columbia",0.027322,Connecticut,0.043716,Colorado,0.010929,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Donate any amount now to be automatically entered in the running to watch the next Democratic debate in person next month. 

No contrib. necessary to win. Void w/ prohibited. Ends. 8/31/19. Approx. prz value $5000. Subj. to Off. Rules.",2019-08-22T16:00:00+0000,Kamala Harris For The People,0,99,0,999,0.014563,Alabama,0.033981,Arkansas,0.101942,Michigan,0.009709,Mississippi,0.15534,North Carolina,0.11165,Tennessee,0.252427,Texas,0.126214,Virginia,0.194175,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"You can enter to win a chance to watch the next presidential debate LIVE from the audience in Houston, Texas! You (and a guest!) will receive flights, hotel, and two tickets to be in the crowd. 

Donate any amount now to be automatically entered in the running to watch the debate in person in September. 

No contrib. necessary to win. Void w/ prohibited. Ends. 8/31/19. Approx. prz value $5000. Subj. to Off. Rules.",2019-08-22T16:00:00+0000,Kamala Harris For The People,0,99,0,999,0.023256,Arizona,0.023256,Minnesota,0.007752,Vermont,0.007752,Utah,0.003876,South Dakota,0.003876,Rhode Island,0.065891,Pennsylvania,0.050388,Oregon,0.007752,Oklahoma,0.034884,Ohio,0.162791,New York,0.003876,New Mexico,0.031008,New Jersey,0.015504,Nebraska,0.003876,Montana,0.007752,Missouri,0.089147,Massachusetts,0.050388,Colorado,0.034884,Maryland,0.01938,Maine,0.003876,Louisiana,0.01938,Kentucky,0.003876,Kansas,0.027132,Indiana,0.065891,Illinois,0.003876,Idaho,0.015504,Hawaii,0.062016,Georgia,0.077519,Florida,0.027132,"Washington, District of Columbia",0.01938,Delaware,0.015504,Connecticut,0.011628,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Have you got plans for the September Democratic debate?

How about going to Houston to see Kamala take the stage? We’re bringing one supporter and a guest to the debate, and we want you to enter!

Pitch in any amount right now to be automatically entered to win a trip to join Kamala at the next Democratic debate in Houston in September.

No contrib. necessary to win. Void w/ prohibited. Ends. 8/31/19. Approx. prz value $5000. Subj. to Off. Rules.",2019-08-22T16:00:00+0000,Kamala Harris For The People,0,99,0,999,1,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"You can enter to win a chance to watch the next presidential debate LIVE from the audience in Houston, Texas! You (and a guest!) will receive flights, hotel, and two tickets to be in the crowd. 

Donate any amount now to be automatically entered in the running to watch the debate in person in September. 

No contrib. necessary to win. Void w/ prohibited. Ends. 8/31/19. Approx. prz value $5000. Subj. to Off. Rules.",2019-08-22T16:00:00+0000,Kamala Harris For The People,0,99,0,999,0.002967,Alabama,0.041543,Arkansas,0.15727,Michigan,0.014837,Mississippi,0.118694,North Carolina,0.068249,Tennessee,0.272997,Texas,0.127596,Virginia,0.195846,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Donate any amount now to be automatically entered in the running to watch the next Democratic debate in person next month. 

No contrib. necessary to win. Void w/ prohibited. Ends. 8/31/19. Approx. prz value $5000. Subj. to Off. Rules.",2019-08-22T16:00:00+0000,Kamala Harris For The People,0,99,0,999,0.02381,Alabama,0.02381,Arkansas,0.178571,Michigan,0.190476,North Carolina,0.047619,Tennessee,0.190476,Texas,0.130952,Virginia,0.214286,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Have you got plans for the September Democratic debate?

How about going to Houston to see Kamala take the stage? We’re bringing one supporter and a guest to the debate, and we want you to enter!

Pitch in any amount right now to be automatically entered to win a trip to join Kamala at the next Democratic debate in Houston in September.

No contrib. necessary to win. Void w/ prohibited. Ends. 8/31/19. Approx. prz value $5000. Subj. to Off. Rules.",2019-08-22T16:00:00+0000,Kamala Harris For The People,0,99,0,999,1,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Have you got plans for the September Democratic debate?

How about going to Houston to see Kamala take the stage? We’re bringing one supporter and a guest to the debate, and we want you to enter!

Pitch in any amount right now to be automatically entered to win a trip to join Kamala at the next Democratic debate in Houston in September.

No contrib. necessary to win. Void w/ prohibited. Ends. 8/31/19. Approx. prz value $5000. Subj. to Off. Rules.",2019-08-22T16:00:00+0000,Kamala Harris For The People,0,99,0,999,0.009231,Alabama,0.021538,Arkansas,0.113846,Michigan,0.150769,North Carolina,0.055385,Tennessee,0.273846,Texas,0.123077,Virginia,0.252308,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Have you got plans for the September Democratic debate?

How about going to Houston to see Kamala take the stage? We’re bringing one supporter and a guest to the debate, and we want you to enter!

Pitch in any amount right now to be automatically entered to win a trip to join Kamala at the next Democratic debate in Houston in September.

No contrib. necessary to win. Void w/ prohibited. Ends. 8/31/19. Approx. prz value $5000. Subj. to Off. Rules.",2019-08-22T16:00:00+0000,Kamala Harris For The People,0,99,0,999,0.010671,Alabama,0.018293,Arkansas,0.135671,Michigan,0.012195,Mississippi,0.160061,North Carolina,0.067073,Tennessee,0.228659,Texas,0.14939,Virginia,0.217988,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"You can enter to win a chance to watch the next presidential debate LIVE from the audience in Houston, Texas! You (and a guest!) will receive flights, hotel, and two tickets to be in the crowd. 

Donate any amount now to be automatically entered in the running to watch the debate in person in September. 

No contrib. necessary to win. Void w/ prohibited. Ends. 8/31/19. Approx. prz value $5000. Subj. to Off. Rules.",2019-08-22T16:00:00+0000,Kamala Harris For The People,0,99,0,999,1,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Donate any amount now to be automatically entered in the running to watch the next Democratic debate in person next month. 

No contrib. necessary to win. Void w/ prohibited. Ends. 8/31/19. Approx. prz value $5000. Subj. to Off. Rules.",2019-08-22T16:00:00+0000,Kamala Harris For The People,0,99,0,999,0.025974,Alabama,0.025974,Arkansas,0.168831,Michigan,0.012987,Mississippi,0.142857,North Carolina,0.051948,Tennessee,0.272727,Texas,0.168831,Virginia,0.12987,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Have you got plans for the September Democratic debate?

How about going to Houston to see Kamala take the stage? We’re bringing one supporter and a guest to the debate, and we want you to enter!

Pitch in any amount right now to be automatically entered to win a trip to join Kamala at the next Democratic debate in Houston in September.

No contrib. necessary to win. Void w/ prohibited. Ends. 8/31/19. Approx. prz value $5000. Subj. to Off. Rules.",2019-08-22T16:00:00+0000,Kamala Harris For The People,0,99,0,999,1,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Donate any amount now to be automatically entered in the running to watch the next Democratic debate in person next month. 

No contrib. necessary to win. Void w/ prohibited. Ends. 8/31/19. Approx. prz value $5000. Subj. to Off. Rules.",2019-08-22T16:00:00+0000,Kamala Harris For The People,0,99,0,999,1,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Donate any amount now to be automatically entered in the running to watch the next Democratic debate in person next month. 

No contrib. necessary to win. Void w/ prohibited. Ends. 8/31/19. Approx. prz value $5000. Subj. to Off. Rules.",2019-08-22T16:00:00+0000,Kamala Harris For The People,0,99,0,999,0.016949,Arizona,0.033898,Missouri,0.016949,West Virginia,0.016949,South Dakota,0.050847,Pennsylvania,0.016949,Oregon,0.067797,Ohio,0.20339,New York,0.050847,New Mexico,0.050847,New Jersey,0.016949,Montana,0.016949,Minnesota,0.016949,Colorado,0.067797,Massachusetts,0.016949,Maryland,0.016949,Maine,0.016949,Kentucky,0.016949,Indiana,0.084746,Illinois,0.050847,Georgia,0.067797,Florida,0.067797,"Washington, District of Columbia",0.016949,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Have you got plans for the September Democratic debate?

How about going to Houston to see Kamala take the stage? We’re bringing one supporter and a guest to the debate, and we want you to enter!

Pitch in any amount right now to be automatically entered to win a trip to join Kamala at the next Democratic debate in Houston in September.

No contrib. necessary to win. Void w/ prohibited. Ends. 8/31/19. Approx. prz value $5000. Subj. to Off. Rules.",2019-08-22T16:00:00+0000,Kamala Harris For The People,0,99,0,999,0.046729,Arizona,0.037383,Minnesota,0.046729,Utah,0.084112,Pennsylvania,0.065421,Oregon,0.028037,Ohio,0.093458,New York,0.018692,New Mexico,0.074766,New Jersey,0.009346,Nebraska,0.018692,Missouri,0.037383,Massachusetts,0.037383,Colorado,0.046729,Maryland,0.009346,Louisiana,0.018692,Indiana,0.074766,Illinois,0.009346,Idaho,0.065421,Georgia,0.121495,Florida,0.037383,"Washington, District of Columbia",0.009346,Connecticut,0.009346,Vermont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Donate any amount now to be automatically entered in the running to watch the next Democratic debate in person next month. 

No contrib. necessary to win. Void w/ prohibited. Ends. 8/31/19. Approx. prz value $5000. Subj. to Off. Rules.",2019-08-22T16:00:00+0000,Kamala Harris For The People,0,99,0,999,0.004415,Alaska,0.045254,Oregon,0.005519,Nebraska,0.037528,New Jersey,0.00883,New Mexico,0.183223,New York,0.039735,Ohio,0.007726,Oklahoma,0.062914,Pennsylvania,0.023179,Missouri,0.002208,Rhode Island,0.002208,South Dakota,0.009934,Utah,0.005519,Vermont,0.003311,West Virginia,0.011038,Wisconsin,0.005519,Montana,0.030905,Minnesota,0.034216,Arizona,0.003311,Hawaii,0.041943,Colorado,0.024283,Connecticut,0.003311,Delaware,0.071744,"Washington, District of Columbia",0.065121,Florida,0.032009,Georgia,0.002208,Idaho,0.07064,Massachusetts,0.049669,Illinois,0.024283,Indiana,0.007726,Kansas,0.009934,Kentucky,0.011038,Louisiana,0.014349,Maine,0.039735,Maryland,0.005519,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Donate any amount now to be automatically entered in the running to watch the next Democratic debate in person next month. 

No contrib. necessary to win. Void w/ prohibited. Ends. 8/31/19. Approx. prz value $5000. Subj. to Off. Rules.",2019-08-22T16:00:00+0000,Kamala Harris For The People,0,99,0,999,0.016667,Alabama,0.15,Michigan,0.016667,Mississippi,0.133333,North Carolina,0.066667,Tennessee,0.283333,Texas,0.066667,Virginia,0.266667,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Have you got plans for the September Democratic debate?

How about going to Houston to see Kamala take the stage? We’re bringing one supporter and a guest to the debate, and we want you to enter!

Pitch in any amount right now to be automatically entered to win a trip to join Kamala at the next Democratic debate in Houston in September.

No contrib. necessary to win. Void w/ prohibited. Ends. 8/31/19. Approx. prz value $5000. Subj. to Off. Rules.",2019-08-22T16:00:00+0000,Kamala Harris For The People,0,99,0,999,0.023669,Arizona,0.065089,Minnesota,0.005917,West Virginia,0.005917,Vermont,0.011834,Utah,0.011834,Rhode Island,0.065089,Pennsylvania,0.04142,Oregon,0.035503,Ohio,0.207101,New York,0.017751,New Mexico,0.053254,New Jersey,0.011834,Nebraska,0.04142,Missouri,0.059172,Massachusetts,0.053254,Colorado,0.017751,Maryland,0.017751,Maine,0.011834,Louisiana,0.011834,Kentucky,0.011834,Kansas,0.011834,Indiana,0.035503,Illinois,0.005917,Idaho,0.023669,Georgia,0.065089,Florida,0.047337,"Washington, District of Columbia",0.005917,Delaware,0.017751,Connecticut,0.005917,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Have you got plans for the September Democratic debate?

How about going to Houston to see Kamala take the stage? We’re bringing one supporter and a guest to the debate, and we want you to enter!

Pitch in any amount right now to be automatically entered to win a trip to join Kamala at the next Democratic debate in Houston in September.

No contrib. necessary to win. Void w/ prohibited. Ends. 8/31/19. Approx. prz value $5000. Subj. to Off. Rules.",2019-08-22T16:00:00+0000,Kamala Harris For The People,0,99,0,999,0.014085,Arizona,0.00939,Missouri,0.004695,West Virginia,0.007042,Vermont,0.00939,Utah,0.00939,Rhode Island,0.058685,Pennsylvania,0.056338,Oregon,0.00939,Oklahoma,0.025822,Ohio,0.20892,New York,0.00939,New Mexico,0.037559,New Jersey,0.007042,Nebraska,0.00939,Montana,0.049296,Minnesota,0.035211,Colorado,0.070423,Massachusetts,0.032864,Maryland,0.004695,Maine,0.023474,Louisiana,0.011737,Kentucky,0.002347,Kansas,0.025822,Indiana,0.056338,Illinois,0.011737,Hawaii,0.039906,Georgia,0.075117,Florida,0.039906,"Washington, District of Columbia",0.002347,Delaware,0.011737,Connecticut,0.030516,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"You can enter to win a chance to watch the next presidential debate LIVE from the audience in Houston, Texas! You (and a guest!) will receive flights, hotel, and two tickets to be in the crowd. 

Donate any amount now to be automatically entered in the running to watch the debate in person in September. 

No contrib. necessary to win. Void w/ prohibited. Ends. 8/31/19. Approx. prz value $5000. Subj. to Off. Rules.",2019-08-22T16:00:00+0000,Kamala Harris For The People,0,99,0,999,0.023697,Alabama,0.014218,Arkansas,0.118483,Michigan,0.018957,Mississippi,0.113744,North Carolina,0.07109,Tennessee,0.2891,Texas,0.180095,Virginia,0.170616,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Donate any amount now to be automatically entered in the running to watch the next Democratic debate in person next month. 

No contrib. necessary to win. Void w/ prohibited. Ends. 8/31/19. Approx. prz value $5000. Subj. to Off. Rules.",2019-08-22T16:00:00+0000,Kamala Harris For The People,0,99,0,999,0.011494,Alabama,0.015326,Arkansas,0.118774,Michigan,0.01341,Mississippi,0.14751,North Carolina,0.059387,Tennessee,0.264368,Texas,0.137931,Virginia,0.231801,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"You can enter to win a chance to watch the next presidential debate LIVE from the audience in Houston, Texas! You (and a guest!) will receive flights, hotel, and two tickets to be in the crowd. 

Donate any amount now to be automatically entered in the running to watch the debate in person in September. 

No contrib. necessary to win. Void w/ prohibited. Ends. 8/31/19. Approx. prz value $5000. Subj. to Off. Rules.",2019-08-22T16:00:00+0000,Kamala Harris For The People,0,99,0,999,1,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"You can enter to win a chance to watch the next presidential debate LIVE from the audience in Houston, Texas! You (and a guest!) will receive flights, hotel, and two tickets to be in the crowd. 

Donate any amount now to be automatically entered in the running to watch the debate in person in September. 

No contrib. necessary to win. Void w/ prohibited. Ends. 8/31/19. Approx. prz value $5000. Subj. to Off. Rules.",2019-08-22T16:00:00+0000,Kamala Harris For The People,0,99,0,999,0.046512,Arizona,0.007752,Missouri,0.015504,Wisconsin,0.015504,Vermont,0.007752,Utah,0.007752,Rhode Island,0.054264,Pennsylvania,0.03876,Oregon,0.015504,Oklahoma,0.046512,Ohio,0.224806,New York,0.007752,New Mexico,0.046512,New Jersey,0.007752,Nebraska,0.031008,Minnesota,0.031008,Colorado,0.085271,Massachusetts,0.023256,Maine,0.015504,Louisiana,0.007752,Kansas,0.015504,Indiana,0.085271,Illinois,0.007752,Hawaii,0.023256,Georgia,0.100775,Florida,0.007752,"Washington, District of Columbia",0.007752,Delaware,0.007752,Connecticut,0.007752,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"You can enter to win a chance to watch the next presidential debate LIVE from the audience in Houston, Texas! You (and a guest!) will receive flights, hotel, and two tickets to be in the crowd. 

Donate any amount now to be automatically entered in the running to watch the debate in person in September. 

No contrib. necessary to win. Void w/ prohibited. Ends. 8/31/19. Approx. prz value $5000. Subj. to Off. Rules.",2019-08-22T16:00:00+0000,Kamala Harris For The People,0,99,0,999,0.019802,Alabama,0.009901,Arkansas,0.069307,Michigan,0.138614,North Carolina,0.089109,Tennessee,0.287129,Texas,0.118812,Virginia,0.267327,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Donate any amount now to be automatically entered in the running to watch the next Democratic debate in person next month. 

No contrib. necessary to win. Void w/ prohibited. Ends. 8/31/19. Approx. prz value $5000. Subj. to Off. Rules.",2019-08-22T16:00:00+0000,Kamala Harris For The People,0,99,0,999,0.020202,Alabama,0.026936,Arkansas,0.117845,Michigan,0.020202,Mississippi,0.138047,North Carolina,0.053872,Tennessee,0.30303,Texas,0.114478,Virginia,0.205387,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Donate any amount now to be automatically entered in the running to watch the next Democratic debate in person next month. 

No contrib. necessary to win. Void w/ prohibited. Ends. 8/31/19. Approx. prz value $5000. Subj. to Off. Rules.",2019-08-22T16:00:00+0000,Kamala Harris For The People,0,99,0,999,0.021739,Alaska,0.021739,New Mexico,0.021739,Utah,0.021739,South Dakota,0.021739,Rhode Island,0.043478,Pennsylvania,0.065217,Oregon,0.043478,Ohio,0.173913,New York,0.043478,New Jersey,0.021739,Arizona,0.021739,Nebraska,0.108696,Minnesota,0.086957,Maine,0.065217,Louisiana,0.108696,Illinois,0.021739,Georgia,0.065217,Colorado,0.021739,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"You can enter to win a chance to watch the next presidential debate LIVE from the audience in Houston, Texas! You (and a guest!) will receive flights, hotel, and two tickets to be in the crowd. 

Donate any amount now to be automatically entered in the running to watch the debate in person in September. 

No contrib. necessary to win. Void w/ prohibited. Ends. 8/31/19. Approx. prz value $5000. Subj. to Off. Rules.",2019-08-22T16:00:00+0000,Kamala Harris For The People,0,99,0,999,1,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
