ad_creative_body,ad_delivery_start_time,funding_entity,spend/lower_bound,spend/upper_bound,impressions/lower_bound,impressions/upper_bound,region_distribution/0/percentage,region_distribution/0/region,region_distribution/1/percentage,region_distribution/1/region,region_distribution/2/percentage,region_distribution/2/region,region_distribution/3/percentage,region_distribution/3/region,region_distribution/4/percentage,region_distribution/4/region,region_distribution/5/percentage,region_distribution/5/region,region_distribution/6/percentage,region_distribution/6/region,region_distribution/7/percentage,region_distribution/7/region,region_distribution/8/percentage,region_distribution/8/region,region_distribution/9/percentage,region_distribution/9/region,region_distribution/10/percentage,region_distribution/10/region,region_distribution/11/percentage,region_distribution/11/region,region_distribution/12/percentage,region_distribution/12/region,region_distribution/13/percentage,region_distribution/13/region,region_distribution/14/percentage,region_distribution/14/region,region_distribution/15/percentage,region_distribution/15/region,region_distribution/16/percentage,region_distribution/16/region,region_distribution/17/percentage,region_distribution/17/region,region_distribution/18/percentage,region_distribution/18/region,region_distribution/19/percentage,region_distribution/19/region,region_distribution/20/percentage,region_distribution/20/region,region_distribution/21/percentage,region_distribution/21/region,region_distribution/22/percentage,region_distribution/22/region,region_distribution/23/percentage,region_distribution/23/region,region_distribution/24/percentage,region_distribution/24/region,region_distribution/25/percentage,region_distribution/25/region,region_distribution/26/percentage,region_distribution/26/region,region_distribution/27/percentage,region_distribution/27/region,region_distribution/28/percentage,region_distribution/28/region,region_distribution/29/percentage,region_distribution/29/region,region_distribution/30/percentage,region_distribution/30/region,region_distribution/31/percentage,region_distribution/31/region,region_distribution/32/percentage,region_distribution/32/region,region_distribution/33/percentage,region_distribution/33/region,region_distribution/34/percentage,region_distribution/34/region,region_distribution/35/percentage,region_distribution/35/region,region_distribution/36/percentage,region_distribution/36/region,region_distribution/37/percentage,region_distribution/37/region,region_distribution/38/percentage,region_distribution/38/region,region_distribution/39/percentage,region_distribution/39/region,region_distribution/40/percentage,region_distribution/40/region,region_distribution/41/percentage,region_distribution/41/region,region_distribution/42/percentage,region_distribution/42/region,region_distribution/43/percentage,region_distribution/43/region,region_distribution/44/percentage,region_distribution/44/region,region_distribution/45/percentage,region_distribution/45/region,region_distribution/46/percentage,region_distribution/46/region,region_distribution/47/percentage,region_distribution/47/region,region_distribution/48/percentage,region_distribution/48/region,region_distribution/49/percentage,region_distribution/49/region,region_distribution/50/percentage,region_distribution/50/region
"To stop the extreme right-wing turn in U.S. policy, we must do more than just defeat Donald Trump. We have to take back the U.S. Senate. Susan Collins is a big part of the problem. For example, despite the wave of mass shootings, she consistently sides with the NRA and against gun safety -- as she has done for the past 20 years.

Each dollar we raise helps us recruit one more volunteer, make one more phone call, knock on one more door, and earn one more vote against Susan Collins. Donate $20.20 to help us defeat Collins and end Trumpism.",2019-08-22T15:12:04+0000,Be a Hero PAC. Not authorized by any candidate or candidate’s committee.,0,99,0,999,0.049505,Arizona,0.019802,Ohio,0.009901,New Hampshire,0.049505,New Jersey,0.009901,New Mexico,0.089109,New York,0.009901,North Carolina,0.009901,North Dakota,0.019802,Oregon,0.009901,Missouri,0.049505,Pennsylvania,0.009901,South Carolina,0.029703,Texas,0.009901,Vermont,0.009901,Virginia,0.039604,Washington,0.019802,Wisconsin,0.009901,Nevada,0.009901,Minnesota,0.009901,Arkansas,0.019802,Georgia,0.09901,California,0.019802,Colorado,0.019802,Connecticut,0.009901,Delaware,0.019802,"Washington, District of Columbia",0.089109,Florida,0.009901,Idaho,0.059406,Massachusetts,0.039604,Illinois,0.009901,Indiana,0.019802,Iowa,0.019802,Kansas,0.019802,Kentucky,0.019802,Louisiana,0.039604,Maryland,0.009901,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The horror of losing a child. Gun violence could steal a loved one at any moment. We can stop it. Not one more. Vote Nov 5.,2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The horror of losing a child. Gun violence could steal a loved one at any moment. We can stop it. Not one more. Vote Nov 5.,2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Enough is enough. If politicians won’t take responsibility to end gun violence, we will. Time to stand together and vote.",2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The horror of losing a child. Gun violence could steal a loved one at any moment. We can stop it. Not one more. Vote Nov 5.,2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We can build a future free from gun violence. It’s our responsibility to ensure safety for all. Let’s stand together and vote,2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Enough is enough. If politicians won’t take responsibility to end gun violence, we will. Time to stand together and vote.",2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Every family and child should be safe. Action to end gun violence can make that a reality. Let’s do it together. Vote Nov 5.,2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Every family and child should be safe. Action to end gun violence can make that a reality. Let’s do it together. Vote Nov 5.,2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The horror of losing a child. Gun violence could steal a loved one at any moment. We can stop it. Not one more. Vote Nov 5.,2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Every family and child should be safe. Action to end gun violence can make that a reality. Let’s do it together. Vote Nov 5.,2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We can build a future free from gun violence. It’s our responsibility to ensure safety for all. Let’s stand together and vote,2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Enough is enough. If politicians won’t take responsibility to end gun violence, we will. Time to stand together and vote.",2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Our children and families deserve to be safe, thats why we need to pressure the politicians to take action on gun violence.",2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Our children and families deserve to be safe, thats why we need to pressure the politicians to take action on gun violence.",2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We can build a future free from gun violence. It’s our responsibility to ensure safety for all. Let’s stand together and vote,2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We can build a future free from gun violence. It’s our responsibility to ensure safety for all. Let’s stand together and vote,2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We can build a future free from gun violence. It’s our responsibility to ensure safety for all. Let’s stand together and vote,2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The horror of losing a child. Gun violence could steal a loved one at any moment. We can stop it. Not one more. Vote Nov 5.,2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The horror of losing a child. Gun violence could steal a loved one at any moment. We can stop it. Not one more. Vote Nov 5.,2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We can build a future free from gun violence. It’s our responsibility to ensure safety for all. Let’s stand together and vote,2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The horror of losing a child. Gun violence could steal a loved one at any moment. We can stop it. Not one more. Vote Nov 5.,2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Every family and child should be safe. Action to end gun violence can make that a reality. Let’s do it together. Vote Nov 5.,2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Every family and child should be safe. Action to end gun violence can make that a reality. Let’s do it together. Vote Nov 5.,2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Enough is enough. If politicians won’t take responsibility to end gun violence, we will. Time to stand together and vote.",2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The horror of losing a child. Gun violence could steal a loved one at any moment. We can stop it. Not one more. Vote Nov 5.,2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Every family and child should be safe. Action to end gun violence can make that a reality. Let’s do it together. Vote Nov 5.,2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The horror of losing a child. Gun violence could steal a loved one at any moment. We can stop it. Not one more. Vote Nov 5.,2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Our children and families deserve to be safe, thats why we need to pressure the politicians to take action on gun violence.",2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We can build a future free from gun violence. It’s our responsibility to ensure safety for all. Let’s stand together and vote,2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Every family and child should be safe. Action to end gun violence can make that a reality. Let’s do it together. Vote Nov 5.,2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We can build a future free from gun violence. It’s our responsibility to ensure safety for all. Let’s stand together and vote,2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Every family and child should be safe. Action to end gun violence can make that a reality. Let’s do it together. Vote Nov 5.,2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The horror of losing a child. Gun violence could steal a loved one at any moment. We can stop it. Not one more. Vote Nov 5.,2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Enough is enough. If politicians won’t take responsibility to end gun violence, we will. Time to stand together and vote.",2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Our children and families deserve to be safe, thats why we need to pressure the politicians to take action on gun violence.",2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Every family and child should be safe. Action to end gun violence can make that a reality. Let’s do it together. Vote Nov 5.,2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Enough is enough. If politicians won’t take responsibility to end gun violence, we will. Time to stand together and vote.",2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We can build a future free from gun violence. It’s our responsibility to ensure safety for all. Let’s stand together and vote,2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We can build a future free from gun violence. It’s our responsibility to ensure safety for all. Let’s stand together and vote,2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We can build a future free from gun violence. It’s our responsibility to ensure safety for all. Let’s stand together and vote,2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Our children and families deserve to be safe, thats why we need to pressure the politicians to take action on gun violence.",2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We can build a future free from gun violence. It’s our responsibility to ensure safety for all. Let’s stand together and vote,2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Enough is enough. If politicians won’t take responsibility to end gun violence, we will. Time to stand together and vote.",2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Enough is enough. If politicians won’t take responsibility to end gun violence, we will. Time to stand together and vote.",2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Enough is enough. If politicians won’t take responsibility to end gun violence, we will. Time to stand together and vote.",2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Every family and child should be safe. Action to end gun violence can make that a reality. Let’s do it together. Vote Nov 5.,2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Enough is enough. If politicians won’t take responsibility to end gun violence, we will. Time to stand together and vote.",2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Every family and child should be safe. Action to end gun violence can make that a reality. Let’s do it together. Vote Nov 5.,2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The horror of losing a child. Gun violence could steal a loved one at any moment. We can stop it. Not one more. Vote Nov 5.,2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Every family and child should be safe. Action to end gun violence can make that a reality. Let’s do it together. Vote Nov 5.,2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Our children and families deserve to be safe, thats why we need to pressure the politicians to take action on gun violence.",2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The horror of losing a child. Gun violence could steal a loved one at any moment. We can stop it. Not one more. Vote Nov 5.,2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We can build a future free from gun violence. It’s our responsibility to ensure safety for all. Let’s stand together and vote,2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We can build a future free from gun violence. It’s our responsibility to ensure safety for all. Let’s stand together and vote,2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We can build a future free from gun violence. It’s our responsibility to ensure safety for all. Let’s stand together and vote,2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Enough is enough. If politicians won’t take responsibility to end gun violence, we will. Time to stand together and vote.",2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We can build a future free from gun violence. It’s our responsibility to ensure safety for all. Let’s stand together and vote,2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Every family and child should be safe. Action to end gun violence can make that a reality. Let’s do it together. Vote Nov 5.,2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We can build a future free from gun violence. It’s our responsibility to ensure safety for all. Let’s stand together and vote,2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We can build a future free from gun violence. It’s our responsibility to ensure safety for all. Let’s stand together and vote,2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We can build a future free from gun violence. It’s our responsibility to ensure safety for all. Let’s stand together and vote,2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We can build a future free from gun violence. It’s our responsibility to ensure safety for all. Let’s stand together and vote,2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Enough is enough. If politicians won’t take responsibility to end gun violence, we will. Time to stand together and vote.",2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Enough is enough. If politicians won’t take responsibility to end gun violence, we will. Time to stand together and vote.",2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Our children and families deserve to be safe, thats why we need to pressure the politicians to take action on gun violence.",2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Every family and child should be safe. Action to end gun violence can make that a reality. Let’s do it together. Vote Nov 5.,2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Enough is enough. If politicians won’t take responsibility to end gun violence, we will. Time to stand together and vote.",2019-08-21T19:15:35+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
