ad_creative_body,ad_delivery_start_time,funding_entity,spend/lower_bound,spend/upper_bound,impressions/lower_bound,impressions/upper_bound,region_distribution/0/percentage,region_distribution/0/region,region_distribution/1/percentage,region_distribution/1/region,region_distribution/2/percentage,region_distribution/2/region,region_distribution/3/percentage,region_distribution/3/region,region_distribution/4/percentage,region_distribution/4/region,region_distribution/5/percentage,region_distribution/5/region,region_distribution/6/percentage,region_distribution/6/region,region_distribution/7/percentage,region_distribution/7/region,region_distribution/8/percentage,region_distribution/8/region,region_distribution/9/percentage,region_distribution/9/region,region_distribution/10/percentage,region_distribution/10/region,region_distribution/11/percentage,region_distribution/11/region,region_distribution/12/percentage,region_distribution/12/region,region_distribution/13/percentage,region_distribution/13/region,region_distribution/14/percentage,region_distribution/14/region,region_distribution/15/percentage,region_distribution/15/region,region_distribution/16/percentage,region_distribution/16/region,region_distribution/17/percentage,region_distribution/17/region,region_distribution/18/percentage,region_distribution/18/region,region_distribution/19/percentage,region_distribution/19/region,region_distribution/20/percentage,region_distribution/20/region,region_distribution/21/percentage,region_distribution/21/region,region_distribution/22/percentage,region_distribution/22/region,region_distribution/23/percentage,region_distribution/23/region,region_distribution/24/percentage,region_distribution/24/region,region_distribution/25/percentage,region_distribution/25/region,region_distribution/26/percentage,region_distribution/26/region,region_distribution/27/percentage,region_distribution/27/region,region_distribution/28/percentage,region_distribution/28/region,region_distribution/29/percentage,region_distribution/29/region,region_distribution/30/percentage,region_distribution/30/region,region_distribution/31/percentage,region_distribution/31/region,region_distribution/32/percentage,region_distribution/32/region,region_distribution/33/percentage,region_distribution/33/region,region_distribution/34/percentage,region_distribution/34/region,region_distribution/35/percentage,region_distribution/35/region,region_distribution/36/percentage,region_distribution/36/region,region_distribution/37/percentage,region_distribution/37/region,region_distribution/38/percentage,region_distribution/38/region,region_distribution/39/percentage,region_distribution/39/region,region_distribution/40/percentage,region_distribution/40/region,region_distribution/41/percentage,region_distribution/41/region,region_distribution/42/percentage,region_distribution/42/region,region_distribution/43/percentage,region_distribution/43/region,region_distribution/44/percentage,region_distribution/44/region,region_distribution/45/percentage,region_distribution/45/region,region_distribution/46/percentage,region_distribution/46/region,region_distribution/47/percentage,region_distribution/47/region,region_distribution/48/percentage,region_distribution/48/region,region_distribution/49/percentage,region_distribution/49/region,region_distribution/50/percentage,region_distribution/50/region
"August recess is NOT a vacation. August is a crucial time for reps to go home and hear from their constituents. We must make one thing clear: It’s time to open a formal impeachment inquiry.

Trump’s crimes are serious: 
Ordering the White House counsel to lie
Dangling pardons to convince witnesses to lie
Helping his aides and family to hide evidence of communication with Russia

It’s far past time for lawmakers in Congress to do their jobs and hold Trump accountable, just like any other American. Join us for Impeachment August to demand an impeachment inquiry now.",2019-08-21T21:02:46+0000,Stand Up America,0,99,0,999,0.052632,Alaska,0.105263,Arizona,0.052632,Colorado,0.105263,Florida,0.052632,Idaho,0.052632,Missouri,0.052632,New Mexico,0.052632,New York,0.052632,North Carolina,0.052632,North Dakota,0.105263,Tennessee,0.052632,Texas,0.052632,Virginia,0.052632,California,0.052632,Kansas,0.052632,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Our grassroots organizing is working—a majority of House Democrats now support opening a formal impeachment inquiry. Add your name to keep the momentum going.

Trump’s crimes are serious: 
- Ordering the White House counsel to lie
- Dangling pardons to convince witnesses to lie
- Helping his aides and family to hide evidence of communication with Russia

Any other American who obstructed justice as blatantly as Trump would be going to prison. Mueller did his job finding the evidence—and it’s far past time for lawmakers in Congress to do theirs to hold Trump accountable. Do your part by demanding a formal impeachment inquiry now.",2019-08-21T21:02:46+0000,Stand Up America,0,99,0,999,0.5,Michigan,0.5,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Our grassroots organizing is working—a majority of House Democrats now support opening a formal impeachment inquiry. Add your name to keep the momentum going.

Trump’s crimes are serious: 
- Ordering the White House counsel to lie
- Dangling pardons to convince witnesses to lie
- Helping his aides and family to hide evidence of communication with Russia

Any other American who obstructed justice as blatantly as Trump would be going to prison. Mueller did his job finding the evidence—and it’s far past time for lawmakers in Congress to do theirs to hold Trump accountable. Do your part by demanding a formal impeachment inquiry now.",2019-08-21T21:02:46+0000,Stand Up America,0,99,0,999,0.090909,Arizona,0.090909,California,0.090909,Georgia,0.181818,Indiana,0.090909,Louisiana,0.181818,Michigan,0.090909,New York,0.090909,North Carolina,0.090909,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"August recess is NOT a vacation. August is a crucial time for reps to go home and hear from their constituents. We must make one thing clear: It’s time to open a formal impeachment inquiry.

Trump’s crimes are serious: 
Ordering the White House counsel to lie
Dangling pardons to convince witnesses to lie
Helping his aides and family to hide evidence of communication with Russia

It’s far past time for lawmakers in Congress to do their jobs and hold Trump accountable, just like any other American. Join us for Impeachment August to demand an impeachment inquiry now.",2019-08-21T21:02:46+0000,Stand Up America,0,99,0,999,0.036364,California,0.090909,Wisconsin,0.018182,South Dakota,0.036364,North Carolina,0.018182,New Mexico,0.018182,New Jersey,0.018182,Montana,0.018182,Minnesota,0.018182,Michigan,0.018182,Massachusetts,0.018182,Louisiana,0.018182,Kentucky,0.036364,Illinois,0.036364,Washington,0.018182,Colorado,0.018182,Virginia,0.072727,Texas,0.018182,Oregon,0.054545,Ohio,0.054545,New York,0.036364,Missouri,0.018182,Maryland,0.018182,Maine,0.036364,Iowa,0.036364,Indiana,0.181818,Florida,0.018182,Connecticut,0.018182,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please let us know if you are interested in tickets...,2019-08-21T20:37:57+0000,Christine Bender,0,99,0,999,0.121212,Ohio,0.772727,Pennsylvania,0.106061,West Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This morning, the White House shared this article with all of America. What do they want you to know?

Get real news + your 2 free gifts:

►http://bit.ly/2KtZiIL",2019-08-21T20:10:12+0000,Chronicle Media,0,99,1000,4999,0.013958,Alabama,0.037886,Pennsylvania,0.008973,New Hampshire,0.005982,New Jersey,0.007976,New Mexico,0.025922,New York,0.023928,North Carolina,0.002991,North Dakota,0.04985,Ohio,0.020937,Oklahoma,0.026919,Oregon,0.002991,Rhode Island,0.004985,Nebraska,0.012961,South Carolina,0.004985,South Dakota,0.031904,Tennessee,0.094716,Texas,0.010967,Utah,0.014955,Virginia,0.036889,Washington,0.011964,West Virginia,0.018943,Wisconsin,0.002991,Wyoming,0.011964,Nevada,0.002991,Montana,0.006979,Alaska,0.027916,Illinois,0.028913,Arizona,0.008973,Arkansas,0.078764,California,0.020937,Colorado,0.005982,Connecticut,0.004985,Delaware,0.077767,Florida,0.031904,Georgia,0.001994,Hawaii,0.013958,Idaho,0.028913,Indiana,0.020937,Missouri,0.017946,Iowa,0.016949,Kansas,0.010967,Kentucky,0.008973,Louisiana,0.004985,Maine,0.010967,Maryland,0.020937,Massachusetts,0.035892,Michigan,0.016949,Minnesota,0.003988,Mississippi,0.002991,Vermont,,
"The White House shared this article with all of America, written by one of the only newspapers investigating and reporting real news rather than pushing false narratives and manufactured scandals

Get real news + 2 free gifts:

►https://ept.ms/2Ykq5Rv",2019-08-21T20:04:55+0000,MarketFuel Subscription Services,100,499,10000,49999,0.015565,Alabama,0.002189,Rhode Island,0.005999,New Hampshire,0.010458,New Jersey,0.006486,New Mexico,0.028131,New York,0.029185,North Carolina,0.003162,North Dakota,0.053912,Ohio,0.021321,Oklahoma,0.020511,Oregon,0.040697,Pennsylvania,0.017187,South Carolina,0.009647,Nebraska,0.004216,South Dakota,0.024321,Tennessee,0.083583,Texas,0.011431,Utah,0.001865,Vermont,0.023835,Virginia,0.035671,Washington,0.009242,West Virginia,0.017511,Wisconsin,0.005837,Wyoming,0.010134,Nevada,0.009728,Montana,0.005513,Alaska,0.027564,Illinois,0.030077,Arizona,0.013539,Arkansas,0.06291,California,0.020349,Colorado,0.006161,Connecticut,0.002108,Delaware,0.063316,Florida,0.029428,Georgia,0.002027,Hawaii,0.013133,Idaho,0.035103,Indiana,0.02878,Missouri,0.013296,Iowa,0.014998,Kansas,0.017673,Kentucky,0.011836,Louisiana,0.006405,Maine,0.010377,Maryland,0.011593,Massachusetts,0.043535,Michigan,0.020105,Minnesota,0.008269,Mississippi,8.1E-5,"Washington, District of Columbia"
"This morning, the White House shared this article with all of America. What do they want you to know?

Get real news + your 2 free gifts:

►http://bit.ly/2KtZiIL",2019-08-21T19:59:54+0000,Chronicle Media,0,99,1000,4999,0.015444,Alabama,0.002896,Rhode Island,0.012548,New Jersey,0.005792,New Mexico,0.03861,New York,0.028958,North Carolina,0.000965,North Dakota,0.060811,Ohio,0.016409,Oklahoma,0.014479,Oregon,0.042471,Pennsylvania,0.01834,South Carolina,0.009653,Nebraska,0.005792,South Dakota,0.024131,Tennessee,0.107143,Texas,0.008687,Utah,0.002896,Vermont,0.023166,Virginia,0.030888,Washington,0.008687,West Virginia,0.010618,Wisconsin,0.002896,Connecticut,0.008687,Nevada,0.007722,Montana,0.003861,Alaska,0.043436,Illinois,0.032819,Arizona,0.012548,Arkansas,0.050193,California,0.010618,Colorado,0.002896,Delaware,0.059846,Florida,0.029923,Georgia,0.000965,Hawaii,0.007722,Idaho,0.050193,Indiana,0.02027,Missouri,0.010618,Iowa,0.012548,Kansas,0.02027,Kentucky,0.017375,Louisiana,0.002896,Maine,0.008687,Maryland,0.006757,Massachusetts,0.055019,Michigan,0.017375,Minnesota,0.011583,Mississippi,0.002896,New Hampshire,,,,
"The White House shared this article with all of America. What do they want you to know?

Get real news + a free poster",2019-08-21T19:50:30+0000,Perpetual Market,0,99,0,999,0.009025,Alabama,0.005415,Oregon,0.018051,Nevada,0.012635,New Hampshire,0.01444,New Jersey,0.00361,New Mexico,0.045126,New York,0.027076,North Carolina,0.00361,North Dakota,0.057762,Ohio,0.019856,Oklahoma,0.036101,Pennsylvania,0.028881,Missouri,0.012635,South Carolina,0.036101,Tennessee,0.093863,Texas,0.001805,Vermont,0.028881,Virginia,0.027076,Washington,0.00361,West Virginia,0.019856,Wisconsin,0.012635,Wyoming,0.00361,Montana,0.016245,Mississippi,0.005415,Alaska,0.005415,Idaho,0.039711,Arizona,0.00361,Arkansas,0.045126,California,0.016245,Colorado,0.009025,Connecticut,0.001805,Delaware,0.079422,Florida,0.027076,Georgia,0.001805,Hawaii,0.037906,Illinois,0.021661,Minnesota,0.028881,Indiana,0.00722,Iowa,0.019856,Kansas,0.019856,Kentucky,0.019856,Louisiana,0.00361,Maine,0.01083,Maryland,0.012635,Massachusetts,0.043321,Michigan,0.001805,Nebraska,,,,,,,,
"The White House shared this article with all of America. What do they want you to know?

Get real news + a free poster",2019-08-21T19:49:39+0000,Perpetual Market,0,99,0,999,0.025,Alabama,0.025,Nebraska,0.025,West Virginia,0.025,Washington,0.225,Texas,0.05,Tennessee,0.05,South Carolina,0.075,Ohio,0.075,New York,0.075,Michigan,0.05,Arkansas,0.025,Massachusetts,0.025,Maryland,0.025,Kentucky,0.025,Iowa,0.05,Georgia,0.05,Florida,0.025,Colorado,0.025,California,0.05,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"He looked to the sky as he said, “I am the chosen one,” about this stupid trade wars. This autocrat’s trick he learned from Kim Jong-un. DT doesn’t just want to be dictator. He wants to be a god with worshipful obedient followers. That worked out so well for North Korea and Jonestown!",2019-08-21T19:45:49+0000,"Diana Arezzo, Ph.D., concerned private citizen, solely for the purpose of increasing post reach",0,99,0,999,0.043478,Alabama,0.043478,Missouri,0.021739,Virginia,0.086957,Texas,0.021739,Tennessee,0.065217,Pennsylvania,0.021739,Oklahoma,0.108696,Ohio,0.086957,New York,0.021739,Massachusetts,0.021739,Arkansas,0.021739,Louisiana,0.021739,Kentucky,0.130435,Illinois,0.021739,Hawaii,0.043478,Georgia,0.086957,Florida,0.021739,Colorado,0.065217,California,0.043478,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Let's take back the White House in 2020!,2019-08-21T19:04:10+0000,Source Politics LLC,0,99,0,999,0.178988,California,0.11284,Illinois,0.023346,Minnesota,0.058366,New Jersey,0.101167,New York,0.062257,North Carolina,0.101167,Ohio,0.120623,Pennsylvania,0.194553,Texas,0.046693,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"URGENT: Corey Lewandowski was the campaign manager who put Donald Trump in the White House. And now Republicans are lining up behind him to turn New Hampshire’s Senate seat red!
 
That’s why a group of donors is MATCHING ALL GIFTS to help us defeat the GOP – but we’re still $2,174 short of our goal. We’re counting on you to pitch in before 11:59 p.m.: Donate now to stop Corey Lewandowski, defend New Hampshire’s Senate seat and take back the Senate for Democrats!",2019-08-21T18:56:59+0000,Shaheen for Senate,0,99,0,999,0.009174,Arizona,0.06422,Pennsylvania,0.018349,New Mexico,0.055046,New York,0.027523,North Carolina,0.009174,North Dakota,0.06422,Ohio,0.018349,Oregon,0.009174,Rhode Island,0.009174,Nevada,0.018349,South Carolina,0.009174,South Dakota,0.018349,Tennessee,0.082569,Texas,0.009174,Utah,0.009174,Washington,0.009174,New Jersey,0.009174,Nebraska,0.06422,California,0.06422,Illinois,0.036697,Colorado,0.018349,Connecticut,0.009174,"Washington, District of Columbia",0.091743,Florida,0.009174,Georgia,0.009174,Idaho,0.018349,Indiana,0.018349,Missouri,0.009174,Iowa,0.018349,Kansas,0.027523,Kentucky,0.027523,Louisiana,0.036697,Massachusetts,0.036697,Michigan,0.018349,Minnesota,0.036697,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trump was given a chance to comment on what he did, and he doubled down, suggesting he was the second coming of Christ. 

SERIOUSLY, FOLKS.",2019-08-21T18:46:01+0000,Source Politics LLC,0,99,0,999,0.02,Alabama,0.08,Missouri,0.02,Virginia,0.08,Texas,0.04,Tennessee,0.02,Oregon,0.08,Ohio,0.08,North Carolina,0.02,New York,0.04,Nebraska,0.06,Michigan,0.14,California,0.02,Louisiana,0.04,Kentucky,0.04,Kansas,0.02,Iowa,0.06,Indiana,0.02,Illinois,0.02,Idaho,0.08,Florida,0.02,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"URGENT: Corey Lewandowski was the campaign manager who put Donald Trump in the White House. And now Republicans are lining up behind him to turn New Hampshire’s Senate seat red!
 
That’s why a group of donors is MATCHING ALL GIFTS to help us defeat the GOP – but we’re still $2,174 short of our goal. We’re counting on you to pitch in before 11:59 p.m.: Donate now to stop Corey Lewandowski, defend New Hampshire’s Senate seat and take back the Senate for Democrats!",2019-08-21T18:40:41+0000,Shaheen for Senate,0,99,0,999,0.125,Illinois,0.125,Kentucky,0.125,New York,0.125,Ohio,0.125,Tennessee,0.125,Vermont,0.125,West Virginia,0.125,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The White House shared this article with all of America. What do they want you to know?

Get real news + a free poster",2019-08-21T18:26:20+0000,Perpetual Market,0,99,0,999,0.008197,Alaska,0.004098,Alabama,0.02459,Tennessee,0.086066,Texas,0.008197,Utah,0.02459,Virginia,0.02459,Washington,0.008197,West Virginia,0.016393,Wisconsin,0.008197,Wyoming,0.004098,Hawaii,0.053279,Pennsylvania,0.004098,Idaho,0.016393,Kansas,0.004098,Maine,0.016393,Minnesota,0.020492,Missouri,0.004098,Montana,0.008197,Nebraska,0.008197,North Carolina,0.004098,Rhode Island,0.032787,Oregon,0.028689,Arizona,0.020492,Iowa,0.020492,Arkansas,0.110656,California,0.008197,Colorado,0.012295,Connecticut,0.090164,Florida,0.016393,Georgia,0.057377,Illinois,0.02459,Indiana,0.012295,Kentucky,0.012295,Oklahoma,0.008197,Louisiana,0.012295,Massachusetts,0.036885,Michigan,0.012295,Mississippi,0.016393,Nevada,0.004098,New Hampshire,0.008197,New Jersey,0.036885,New York,0.057377,Ohio,0.004098,South Carolina,,,,,,,,,,,,,,
"This morning, the White House shared this article with all of America. What do they want you to know?

Get real news + your 2 free gifts:

►http://bit.ly/2KtZiIL",2019-08-21T18:19:29+0000,Chronicle Media,0,99,0,999,0.010101,Alabama,0.040404,Pennsylvania,0.010101,New Hampshire,0.020202,New Jersey,0.020202,New Mexico,0.050505,New York,0.030303,Ohio,0.010101,Oregon,0.010101,Rhode Island,0.010101,Nebraska,0.010101,South Carolina,0.010101,Tennessee,0.040404,Texas,0.010101,Utah,0.010101,Virginia,0.090909,Washington,0.010101,Nevada,0.020202,Mississippi,0.010101,Alaska,0.030303,Illinois,0.060606,Arizona,0.080808,California,0.010101,Colorado,0.040404,Connecticut,0.121212,Florida,0.010101,Idaho,0.050505,Indiana,0.020202,Minnesota,0.010101,Iowa,0.010101,Kentucky,0.020202,Louisiana,0.040404,Maryland,0.020202,Massachusetts,0.020202,Michigan,0.030303,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The White House shared this article with all of America, written by one of the only newspapers investigating and reporting real news rather than pushing false narratives and manufactured scandals

Get real news + 2 free gifts:

►https://ept.ms/2Ykq5Rv",2019-08-21T18:13:26+0000,MarketFuel Subscription Services,0,99,1000,4999,0.016352,Alabama,0.040252,Pennsylvania,0.014465,Nevada,0.005031,New Hampshire,0.014465,New Jersey,0.006289,New Mexico,0.030818,New York,0.01761,North Carolina,0.001887,North Dakota,0.044025,Ohio,0.02327,Oklahoma,0.024528,Oregon,0.001887,Rhode Island,0.006918,Montana,0.013208,South Carolina,0.001887,South Dakota,0.028931,Tennessee,0.08805,Texas,0.011321,Utah,0.003145,Vermont,0.016981,Virginia,0.03522,Washington,0.005031,West Virginia,0.02327,Wisconsin,0.009434,Nebraska,0.025157,Missouri,0.010063,Alaska,0.010063,Idaho,0.038365,Arizona,0.014465,Arkansas,0.067296,California,0.023899,Colorado,0.006918,Connecticut,0.001887,Delaware,0.000629,"Washington, District of Columbia",0.066667,Florida,0.018239,Georgia,0.003774,Hawaii,0.032704,Illinois,0.006289,Mississippi,0.030818,Indiana,0.01195,Iowa,0.012579,Kansas,0.01761,Kentucky,0.018868,Louisiana,0.006289,Maine,0.008176,Maryland,0.016981,Massachusetts,0.044025,Michigan,0.018868,Minnesota,0.003145,Wyoming
"While this is not surprising, the markets are reading this as a positive. It's being viewed as a softening of the rhetoric from the White House toward China.",2019-08-21T17:42:40+0000,Stansberry Research,0,99,5000,9999,0.01573,Alabama,0.038312,Pennsylvania,0.007008,New Hampshire,0.029902,New Jersey,0.053418,New York,0.030058,North Carolina,0.000156,North Dakota,0.054041,Ohio,0.009189,Oklahoma,0.009189,Oregon,0.005295,Rhode Island,0.008566,Nebraska,0.017131,South Carolina,0.028656,Tennessee,0.085345,Texas,0.007008,Utah,0.000311,Vermont,0.007008,Virginia,0.01682,Washington,0.004516,West Virginia,0.011836,Nevada,0.030213,Missouri,0.031304,Arizona,0.038935,Illinois,0.017443,Arkansas,0.119452,California,0.008721,Colorado,0.013394,Connecticut,0.002492,Delaware,0.001557,"Washington, District of Columbia",0.122255,Florida,0.032082,Georgia,0.026943,Indiana,0.003426,Mississippi,0.002025,Iowa,0.00623,Kansas,0.006697,Kentucky,0.007943,Louisiana,0.019156,Maryland,0.022426,Massachusetts,0.030213,Michigan,0.009189,Minnesota,0.00841,Wisconsin,,,,,,,,,,,,,,,,
Trump's policies are raising health care costs. Call the White House.,2019-08-21T17:41:48+0000,Priorities USA,0,99,5000,9999,1,New Hampshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trump's policies are raising health care costs. Call the White House.,2019-08-21T17:41:42+0000,Priorities USA,0,99,5000,9999,1,New Hampshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trump's policies are raising health care costs. Call the White House.,2019-08-21T17:34:17+0000,Priorities USA,0,99,10000,49999,1,New Hampshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trump's policies are raising health care costs. Call the White House.,2019-08-21T17:33:00+0000,Priorities USA,0,99,5000,9999,1,New Hampshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trump's policies are raising health care costs. Call the White House.,2019-08-21T17:32:25+0000,Priorities USA,0,99,5000,9999,1,New Hampshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Call the White House. Tell Trump to start working for us, not big corporations.",2019-08-21T17:32:24+0000,Priorities USA,0,99,1000,4999,1,New Hampshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trump's policies are raising health care costs. Call the White House.,2019-08-21T17:32:24+0000,Priorities USA,0,99,1000,4999,1,New Hampshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Call the White House. Tell Trump to start working for us, not big corporations.",2019-08-21T17:32:24+0000,Priorities USA,0,99,1000,4999,1,New Hampshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Call the White House. Tell Trump to start working for us, not big corporations.",2019-08-21T17:32:23+0000,Priorities USA,0,99,1000,4999,1,New Hampshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trump's policies are raising health care costs. Call the White House.,2019-08-21T17:32:23+0000,Priorities USA,0,99,1000,4999,1,New Hampshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Call the White House. Tell Trump to start working for us, not big corporations.",2019-08-21T17:32:23+0000,Priorities USA,0,99,0,999,1,New Hampshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trump's policies are raising health care costs. Call the White House.,2019-08-21T17:32:06+0000,Priorities USA,0,99,5000,9999,1,New Hampshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trump's policies are raising health care costs. Call the White House.,2019-08-21T17:31:53+0000,Priorities USA,0,99,5000,9999,1,New Hampshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trump's policies are raising health care costs. Call the White House.,2019-08-21T17:30:36+0000,Priorities USA,0,99,5000,9999,1,New Hampshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trump's policies are raising health care costs. Call the White House.,2019-08-21T17:30:26+0000,Priorities USA,0,99,5000,9999,1,New Hampshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trump's policies are raising health care costs. Call the White House.,2019-08-21T17:29:47+0000,Priorities USA,0,99,5000,9999,1,New Hampshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trump's policies are raising health care costs. Call the White House.,2019-08-21T17:28:54+0000,Priorities USA,0,99,5000,9999,1,New Hampshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trump's policies are raising health care costs. Call the White House.,2019-08-21T17:22:01+0000,Priorities USA,0,99,5000,9999,1,New Hampshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trump's policies are raising health care costs. Call the White House.,2019-08-21T17:21:01+0000,Priorities USA,0,99,0,999,1,New Hampshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trump's policies are raising health care costs. Call the White House.,2019-08-21T17:19:33+0000,Priorities USA,0,99,0,999,1,New Hampshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trump's policies are raising health care costs. Call the White House.,2019-08-21T17:18:53+0000,Priorities USA,0,99,5000,9999,1,New Hampshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Call the White House. Tell Trump to start working for us, not big corporations.",2019-08-21T17:06:11+0000,Priorities USA,0,99,1000,4999,1,New Hampshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Call the White House. Tell Trump to start working for us, not big corporations.",2019-08-21T17:06:11+0000,Priorities USA,0,99,1000,4999,1,New Hampshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
